
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
652,416ecaa7-e5ef-49d8-8ac3-adb024688803.binning_data.json,344458,6000,3,2021-04-11 18:11:02.856,com.sec.android.app.shealth,2021-04-11 08:23:21.218,416ecaa7-e5ef-49d8-8ac3-adb024688803.source_info.json,1.3987172,481.80002,28.63,649,VfS0qUERdZ,com.sec.android.app.shealth,0,416ecaa7-e5ef-49d8-8ac3-adb024688803.achievement.json,416ecaa7-e5ef-49d8-8ac3-adb024688803,1618099200000,
1628,c65b10e1-6139-482c-889a-f4c168a2bd9d.binning_data.json,891127,6000,0,2021-04-15 16:53:23.698,com.sec.android.app.shealth,2021-04-15 07:22:39.901,c65b10e1-6139-482c-889a-f4c168a2bd9d.source_info.json,1.3779619,1227.94,65.54,1628,VfS0qUERdZ,com.sec.android.app.shealth,0,c65b10e1-6139-482c-889a-f4c168a2bd9d.achievement.json,c65b10e1-6139-482c-889a-f4c168a2bd9d,1618444800000,
2434,e2c430e3-bf03-4927-a2c0-da1197195f9a.binning_data.json,1323332,6000,44,2021-08-10 22:00:03.716,com.sec.android.app.shealth,2021-08-10 22:00:03.716,,1.3673995,1809.524,98.131,2390,2RI+3qlzEN,com.sec.android.app.shealth,0,e2c430e3-bf03-4927-a2c0-da1197195f9a.achievement.json,e2c430e3-bf03-4927-a2c0-da1197195f9a,1628467200000,
3861,52548dbb-800a-454d-abde-76d9c0884078.binning_data.json,2210500,6000,67,2021-07-15 22:00:03.154,com.sec.android.app.shealth,2021-07-14 22:00:03.108,,1.264778,2795.793,156.08,3794,2RI+3qlzEN,com.sec.android.app.shealth,0,52548dbb-800a-454d-abde-76d9c0884078.achievement.json,52548dbb-800a-454d-abde-76d9c0884078,1626220800000,
4661,09850cec-23ff-4935-ae53-c478d6b9c60b.binning_data.json,2765569,6000,119,2021-06-12 03:02:46.792,com.sec.android.app.shealth,2021-06-11 06:06:08.514,09850cec-23ff-4935-ae53-c478d6b9c60b.source_info.json,1.2542647,3468.756,190.239,4542,VfS0qUERdZ,com.sec.android.app.shealth,0,09850cec-23ff-4935-ae53-c478d6b9c60b.achievement.json,09850cec-23ff-4935-ae53-c478d6b9c60b,1623369600000,
3501,4bd9fac0-87ee-4b46-8366-694986500d99.binning_data.json,2124333,6000,8,2021-05-04 22:00:03.565,com.sec.android.app.shealth,2021-05-03 22:00:01.298,,1.207754,2565.672,139.51,3493,2RI+3qlzEN,com.sec.android.app.shealth,0,4bd9fac0-87ee-4b46-8366-694986500d99.achievement.json,4bd9fac0-87ee-4b46-8366-694986500d99,1620000000000,
2279,ff51a5ba-578f-4cf3-abc2-a87135ee5b0d.binning_data.json,1288569,6000,0,2021-04-14 19:26:09.978,com.sec.android.app.shealth,2021-04-14 03:40:42.142,ff51a5ba-578f-4cf3-abc2-a87135ee5b0d.source_info.json,1.3170651,1697.13,91.77,2279,VfS0qUERdZ,com.sec.android.app.shealth,0,ff51a5ba-578f-4cf3-abc2-a87135ee5b0d.achievement.json,ff51a5ba-578f-4cf3-abc2-a87135ee5b0d,1618358400000,
4978,79433283-ffdc-4817-9ac8-c0476f6962d1.binning_data.json,3001640,6000,40,2021-04-18 17:00:01.710,com.sec.android.app.shealth,2021-04-18 02:17:15.468,79433283-ffdc-4817-9ac8-c0476f6962d1.source_info.json,1.2390193,3719.09,201.96,4938,VfS0qUERdZ,com.sec.android.app.shealth,0,79433283-ffdc-4817-9ac8-c0476f6962d1.achievement.json,79433283-ffdc-4817-9ac8-c0476f6962d1,1618704000000,
4234,344b9894-b766-436f-9a19-e7a561132603.binning_data.json,2276906,6000,95,2021-08-10 22:00:03.718,com.sec.android.app.shealth,2021-08-10 22:00:03.718,,1.3806573,3143.627,171.96,4139,2RI+3qlzEN,com.sec.android.app.shealth,0,344b9894-b766-436f-9a19-e7a561132603.achievement.json,344b9894-b766-436f-9a19-e7a561132603,1628553600000,
2896,213481f3-bee5-4d2f-b327-6a6ff3bbe030.binning_data.json,1751431,6000,91,2021-06-11 22:00:00.912,com.sec.android.app.shealth,2021-06-11 22:00:00.912,,1.2625443,2211.26,120.5,2805,zub8fSqg+I,com.sec.android.app.shealth,0,213481f3-bee5-4d2f-b327-6a6ff3bbe030.achievement.json,213481f3-bee5-4d2f-b327-6a6ff3bbe030,1623369600000,
2751,fc8b4580-acc9-4112-a1fb-bc824a9b7918.binning_data.json,1578194,6000,80,2021-05-06 22:00:01.242,com.sec.android.app.shealth,2021-05-05 22:00:01.494,,1.3298078,2098.695,116.1,2671,2RI+3qlzEN,com.sec.android.app.shealth,0,fc8b4580-acc9-4112-a1fb-bc824a9b7918.achievement.json,fc8b4580-acc9-4112-a1fb-bc824a9b7918,1620172800000,
2457,26ab92b9-7a84-4ce0-85bd-824c564a655a.binning_data.json,1462917,6000,11,2021-07-16 06:20:14.090,com.sec.android.app.shealth,2021-07-15 06:26:06.581,26ab92b9-7a84-4ce0-85bd-824c564a655a.source_info.json,1.2307516,1800.488,98.16,2446,VfS0qUERdZ,com.sec.android.app.shealth,0,26ab92b9-7a84-4ce0-85bd-824c564a655a.achievement.json,26ab92b9-7a84-4ce0-85bd-824c564a655a,1626307200000,
4088,cd4bf980-83d2-45cc-8bf5-a798273c23d0.binning_data.json,2402544,6000,138,2021-06-12 22:00:04.311,com.sec.android.app.shealth,2021-06-11 22:00:02.558,,1.2417436,2983.344,165.719,3950,2RI+3qlzEN,com.sec.android.app.shealth,0,cd4bf980-83d2-45cc-8bf5-a798273c23d0.achievement.json,cd4bf980-83d2-45cc-8bf5-a798273c23d0,1623369600000,
1699,47948baa-e42f-47f9-94c8-0106f23d5a3e.binning_data.json,1030820,6000,4,2021-04-22 03:34:44.522,com.sec.android.app.shealth,2021-04-21 11:28:06.884,47948baa-e42f-47f9-94c8-0106f23d5a3e.source_info.json,1.2171372,1254.65,68.68,1695,VfS0qUERdZ,com.sec.android.app.shealth,0,47948baa-e42f-47f9-94c8-0106f23d5a3e.achievement.json,47948baa-e42f-47f9-94c8-0106f23d5a3e,1618963200000,
1566,d516d78f-6412-41e1-b6c1-6503e5b70e65.binning_data.json,942349,6000,0,2021-04-17 21:20:25.222,com.sec.android.app.shealth,2021-04-17 02:12:38.991,d516d78f-6412-41e1-b6c1-6503e5b70e65.source_info.json,1.2312104,1160.23,62.3,1566,VfS0qUERdZ,com.sec.android.app.shealth,0,d516d78f-6412-41e1-b6c1-6503e5b70e65.achievement.json,d516d78f-6412-41e1-b6c1-6503e5b70e65,1618617600000,
297,589b4a83-54ed-4b9f-a024-ac0095f84235.binning_data.json,187518,6000,0,2021-07-15 22:00:01.420,com.sec.android.app.shealth,2021-07-15 22:00:01.420,,1.1776438,220.82999,11.530001,297,zub8fSqg+I,com.sec.android.app.shealth,0,589b4a83-54ed-4b9f-a024-ac0095f84235.achievement.json,589b4a83-54ed-4b9f-a024-ac0095f84235,1626307200000,
3304,9d62a8e8-cf6b-42cd-8c6b-0e35effce4c9.binning_data.json,1807786,6000,193,2021-05-08 22:00:02.946,com.sec.android.app.shealth,2021-05-07 22:00:02.546,,1.410697,2550.239,139.06,3111,2RI+3qlzEN,com.sec.android.app.shealth,0,9d62a8e8-cf6b-42cd-8c6b-0e35effce4c9.achievement.json,9d62a8e8-cf6b-42cd-8c6b-0e35effce4c9,1620345600000,
3638,26e13a4e-f7a5-43fe-8922-422b7f1a36e8.binning_data.json,2074695,6000,25,2021-08-11 20:47:48.717,com.sec.android.app.shealth,2021-08-10 22:34:22.358,26e13a4e-f7a5-43fe-8922-422b7f1a36e8.source_info.json,1.3057462,2709.0261,144.55,3613,VfS0qUERdZ,com.sec.android.app.shealth,0,26e13a4e-f7a5-43fe-8922-422b7f1a36e8.achievement.json,26e13a4e-f7a5-43fe-8922-422b7f1a36e8,1628640000000,
1783,5f3aed24-51a9-4091-b0da-43f6a3028713.binning_data.json,1075211,6000,0,2021-08-11 22:00:01.661,com.sec.android.app.shealth,2021-08-11 22:00:01.661,,1.2400166,1333.28,70.979996,1783,zub8fSqg+I,com.sec.android.app.shealth,0,5f3aed24-51a9-4091-b0da-43f6a3028713.achievement.json,5f3aed24-51a9-4091-b0da-43f6a3028713,1628640000000,
4063,1a6f6b29-98cf-45a7-8c1b-7bd45b4db42c.binning_data.json,2192854,6000,247,2021-04-23 21:37:12.861,com.sec.android.app.shealth,2021-04-23 02:07:07.495,1a6f6b29-98cf-45a7-8c1b-7bd45b4db42c.source_info.json,1.426077,3127.18,175.7,3816,VfS0qUERdZ,com.sec.android.app.shealth,0,1a6f6b29-98cf-45a7-8c1b-7bd45b4db42c.achievement.json,1a6f6b29-98cf-45a7-8c1b-7bd45b4db42c,1619136000000,
3975,e0361d79-ff86-475c-b6f8-8c12a3e358bb.binning_data.json,2321933,6000,43,2021-06-13 07:07:24.456,com.sec.android.app.shealth,2021-06-12 03:02:46.600,e0361d79-ff86-475c-b6f8-8c12a3e358bb.source_info.json,1.2765965,2964.1719,160.93,3932,VfS0qUERdZ,com.sec.android.app.shealth,0,e0361d79-ff86-475c-b6f8-8c12a3e358bb.achievement.json,e0361d79-ff86-475c-b6f8-8c12a3e358bb,1623456000000,
2744,9ec3eae3-0714-4351-87c4-9a8a53d69c99.binning_data.json,1723908,6000,0,2021-04-20 16:53:46.393,com.sec.android.app.shealth,2021-04-20 02:06:52.132,9ec3eae3-0714-4351-87c4-9a8a53d69c99.source_info.json,1.1815305,2036.85,109.27999,2744,VfS0qUERdZ,com.sec.android.app.shealth,0,9ec3eae3-0714-4351-87c4-9a8a53d69c99.achievement.json,9ec3eae3-0714-4351-87c4-9a8a53d69c99,1618876800000,
2254,c7d075ba-3b0c-4828-9896-6d66e8553158.binning_data.json,1334697,6000,11,2021-07-16 22:01:53.400,com.sec.android.app.shealth,2021-07-15 22:00:03.169,,1.2344655,1647.638,90.29,2243,2RI+3qlzEN,com.sec.android.app.shealth,0,c7d075ba-3b0c-4828-9896-6d66e8553158.achievement.json,c7d075ba-3b0c-4828-9896-6d66e8553158,1626307200000,
3013,5c272402-5b9c-41f1-8115-ae11bcba5006.binning_data.json,1688189,6000,27,2021-08-11 22:00:03.765,com.sec.android.app.shealth,2021-08-11 22:00:03.765,,1.3191566,2226.986,119.35,2986,2RI+3qlzEN,com.sec.android.app.shealth,0,5c272402-5b9c-41f1-8115-ae11bcba5006.achievement.json,5c272402-5b9c-41f1-8115-ae11bcba5006,1628640000000,
700,c1000fe4-cadb-40f7-a3d6-6a27ca828242.binning_data.json,419532,6000,8,2021-05-09 22:00:02.775,com.sec.android.app.shealth,2021-05-09 22:00:02.775,,1.2560182,526.94,28.86,692,2RI+3qlzEN,com.sec.android.app.shealth,0,c1000fe4-cadb-40f7-a3d6-6a27ca828242.achievement.json,c1000fe4-cadb-40f7-a3d6-6a27ca828242,1620518400000,
2002,2fb9569a-2ef7-4fe4-9eb0-d7fad201490c.binning_data.json,1161293,6000,0,2021-06-12 22:00:02.576,com.sec.android.app.shealth,2021-06-12 22:00:02.576,,1.3061037,1516.77,80.67,2002,zub8fSqg+I,com.sec.android.app.shealth,0,2fb9569a-2ef7-4fe4-9eb0-d7fad201490c.achievement.json,2fb9569a-2ef7-4fe4-9eb0-d7fad201490c,1623456000000,
2480,a3c106a6-f2b9-4251-849e-274f067870c8.binning_data.json,1300305,6000,0,2021-04-22 22:00:00.905,com.sec.android.app.shealth,2021-04-22 22:00:00.905,,1.4114761,1835.3501,103.11999,2480,zub8fSqg+I,com.sec.android.app.shealth,0,a3c106a6-f2b9-4251-849e-274f067870c8.achievement.json,a3c106a6-f2b9-4251-849e-274f067870c8,1619049600000,
6007,4373bb88-e42d-4f58-ba68-f0e9dbb5be69.binning_data.json,3521956,6000,43,2021-07-17 05:04:36.629,com.sec.android.app.shealth,2021-07-15 22:23:40.288,4373bb88-e42d-4f58-ba68-f0e9dbb5be69.source_info.json,1.2483225,4396.537,240.89,5964,VfS0qUERdZ,com.sec.android.app.shealth,0,4373bb88-e42d-4f58-ba68-f0e9dbb5be69.achievement.json,4373bb88-e42d-4f58-ba68-f0e9dbb5be69,1626393600000,
2074,69c442f8-cb63-4791-a9cb-986074b5c394.binning_data.json,1209377,6000,11,2021-05-11 22:00:02.888,com.sec.android.app.shealth,2021-05-11 22:00:02.888,,1.2955931,1566.861,82.22,2063,2RI+3qlzEN,com.sec.android.app.shealth,0,69c442f8-cb63-4791-a9cb-986074b5c394.achievement.json,69c442f8-cb63-4791-a9cb-986074b5c394,1620691200000,
3945,5b01abfe-f8ad-4cc1-aa73-4e5adbc75736.binning_data.json,2385704,6000,58,2021-04-25 19:10:54.933,com.sec.android.app.shealth,2021-04-25 02:27:43.044,5b01abfe-f8ad-4cc1-aa73-4e5adbc75736.source_info.json,1.2332953,2942.278,164.81999,3887,VfS0qUERdZ,com.sec.android.app.shealth,0,5b01abfe-f8ad-4cc1-aa73-4e5adbc75736.achievement.json,5b01abfe-f8ad-4cc1-aa73-4e5adbc75736,1619308800000,
3674,40a366ab-a3a8-4a27-86c1-19827a2181c4.binning_data.json,2094969,6000,60,2021-05-13 22:00:03.659,com.sec.android.app.shealth,2021-05-13 22:00:03.659,,1.3233556,2772.39,150.47,3614,2RI+3qlzEN,com.sec.android.app.shealth,0,40a366ab-a3a8-4a27-86c1-19827a2181c4.achievement.json,40a366ab-a3a8-4a27-86c1-19827a2181c4,1620864000000,
1543,6149e487-21fb-40bd-b079-b5c0c39f7ff1.binning_data.json,927384,6000,0,2021-07-16 22:01:51.530,com.sec.android.app.shealth,2021-07-16 22:01:51.530,,1.2445319,1154.16,61.57,1543,zub8fSqg+I,com.sec.android.app.shealth,0,6149e487-21fb-40bd-b079-b5c0c39f7ff1.achievement.json,6149e487-21fb-40bd-b079-b5c0c39f7ff1,1626393600000,
2921,5d32d431-e44f-4325-871b-97c48a372aec.binning_data.json,1657413,6000,43,2021-06-13 22:00:06.850,com.sec.android.app.shealth,2021-06-12 22:00:04.320,,1.3018463,2157.697,118.0,2878,2RI+3qlzEN,com.sec.android.app.shealth,0,5d32d431-e44f-4325-871b-97c48a372aec.achievement.json,5d32d431-e44f-4325-871b-97c48a372aec,1623456000000,
7982,23f590dd-03eb-4644-91eb-2950693d0355.binning_data.json,4625197,6000,23,2021-08-12 21:28:44.390,com.sec.android.app.shealth,2021-08-12 05:58:52.828,23f590dd-03eb-4644-91eb-2950693d0355.source_info.json,1.2502805,5782.794,317.9,7959,VfS0qUERdZ,com.sec.android.app.shealth,0,23f590dd-03eb-4644-91eb-2950693d0355.achievement.json,23f590dd-03eb-4644-91eb-2950693d0355,1628726400000,
1561,9773d2bb-4b05-40b8-9101-f4452467f6be.binning_data.json,832917,6000,4,2021-04-24 22:00:01.070,com.sec.android.app.shealth,2021-04-24 22:00:01.070,,1.4008719,1166.81,65.49,1557,zub8fSqg+I,com.sec.android.app.shealth,0,9773d2bb-4b05-40b8-9101-f4452467f6be.achievement.json,9773d2bb-4b05-40b8-9101-f4452467f6be,1619222400000,
10019,3579d716-b26c-4eec-91f1-c4c736b222c5.binning_data.json,5533084,6000,1415,2021-04-28 02:40:29.526,com.sec.android.app.shealth,2021-04-27 02:07:53.542,3579d716-b26c-4eec-91f1-c4c736b222c5.source_info.json,1.4076554,7788.676,451.47,8604,VfS0qUERdZ,com.sec.android.app.shealth,0,3579d716-b26c-4eec-91f1-c4c736b222c5.achievement.json,3579d716-b26c-4eec-91f1-c4c736b222c5,1619481600000,
5214,ef68a81c-a65c-43ca-ba68-7e2a043dc792.binning_data.json,3057310,6000,51,2021-07-17 22:00:03.203,com.sec.android.app.shealth,2021-07-16 22:01:53.416,,1.2437806,3802.624,209.6,5163,2RI+3qlzEN,com.sec.android.app.shealth,0,ef68a81c-a65c-43ca-ba68-7e2a043dc792.achievement.json,ef68a81c-a65c-43ca-ba68-7e2a043dc792,1626393600000,
886,9549727e-1266-419f-916c-f4bd5d349e1d.binning_data.json,501128,6000,6,2021-05-15 22:00:02.344,com.sec.android.app.shealth,2021-05-15 22:00:02.344,,1.3207017,661.841,38.0,880,2RI+3qlzEN,com.sec.android.app.shealth,0,9549727e-1266-419f-916c-f4bd5d349e1d.achievement.json,9549727e-1266-419f-916c-f4bd5d349e1d,1621036800000,
129,49cf17d1-903b-4c5c-ba59-fc8179776edb.binning_data.json,85587,6000,0,2021-04-26 22:00:00.990,com.sec.android.app.shealth,2021-04-26 22:00:00.990,,1.10997,95.0,5.12,129,zub8fSqg+I,com.sec.android.app.shealth,0,49cf17d1-903b-4c5c-ba59-fc8179776edb.achievement.json,49cf17d1-903b-4c5c-ba59-fc8179776edb,1619395200000,
1571,21dd6f05-b739-498b-a904-49106f27895b.binning_data.json,994943,6000,0,2021-08-12 22:00:02.534,com.sec.android.app.shealth,2021-08-12 22:00:02.534,,1.1697149,1163.8,62.21,1571,zub8fSqg+I,com.sec.android.app.shealth,0,21dd6f05-b739-498b-a904-49106f27895b.achievement.json,21dd6f05-b739-498b-a904-49106f27895b,1628726400000,
4684,2fc3ac3d-1142-41ba-b30e-f33980735bf6.binning_data.json,2582275,6000,107,2021-06-14 00:40:21.564,com.sec.android.app.shealth,2021-06-13 07:07:24.259,2fc3ac3d-1142-41ba-b30e-f33980735bf6.source_info.json,1.3485973,3482.45,189.599,4577,VfS0qUERdZ,com.sec.android.app.shealth,0,2fc3ac3d-1142-41ba-b30e-f33980735bf6.achievement.json,2fc3ac3d-1142-41ba-b30e-f33980735bf6,1623542400000,
1460,7b22cb41-c428-40d7-9fbc-ce6cbe1bfb73.binning_data.json,852084,6000,8,2021-04-28 22:00:24.753,com.sec.android.app.shealth,2021-04-28 22:00:24.753,,1.2823138,1092.64,60.73,1452,zub8fSqg+I,com.sec.android.app.shealth,0,7b22cb41-c428-40d7-9fbc-ce6cbe1bfb73.achievement.json,7b22cb41-c428-40d7-9fbc-ce6cbe1bfb73,1619568000000,
6058,ea907b30-2056-4670-bc5b-2c059522d0df.binning_data.json,3336750,6000,129,2021-04-30 02:29:14.736,com.sec.android.app.shealth,2021-04-29 03:39:02.153,ea907b30-2056-4670-bc5b-2c059522d0df.source_info.json,1.391379,4642.685,251.20999,5929,VfS0qUERdZ,com.sec.android.app.shealth,0,ea907b30-2056-4670-bc5b-2c059522d0df.achievement.json,ea907b30-2056-4670-bc5b-2c059522d0df,1619654400000,
1897,113592c7-3663-4717-8dfd-b6ed972ba8b0.binning_data.json,1026566,6000,17,2021-07-17 22:01:55.750,com.sec.android.app.shealth,2021-07-17 05:04:36.423,113592c7-3663-4717-8dfd-b6ed972ba8b0.source_info.json,1.4008662,1438.082,75.63,1880,VfS0qUERdZ,com.sec.android.app.shealth,0,113592c7-3663-4717-8dfd-b6ed972ba8b0.achievement.json,113592c7-3663-4717-8dfd-b6ed972ba8b0,1626480000000,
7512,4d246fe5-14cf-4a1c-bc0c-0cabbe267ed4.binning_data.json,4367613,6000,23,2021-08-12 22:00:04.625,com.sec.android.app.shealth,2021-08-12 22:00:04.625,,1.2414131,5422.014,299.29,7489,2RI+3qlzEN,com.sec.android.app.shealth,0,4d246fe5-14cf-4a1c-bc0c-0cabbe267ed4.achievement.json,4d246fe5-14cf-4a1c-bc0c-0cabbe267ed4,1628726400000,
2068,3830a942-7fac-4cdc-8336-1b20fd544617.binning_data.json,1119215,6000,99,2021-05-17 22:00:03.015,com.sec.android.app.shealth,2021-05-17 22:00:03.015,,1.4375402,1608.917,89.06,1969,2RI+3qlzEN,com.sec.android.app.shealth,0,3830a942-7fac-4cdc-8336-1b20fd544617.achievement.json,3830a942-7fac-4cdc-8336-1b20fd544617,1621209600000,
1081,ff148cf3-c13a-4939-895e-87406d88038d.binning_data.json,564126,6000,10,2021-06-13 22:00:02.650,com.sec.android.app.shealth,2021-06-13 22:00:02.650,,1.4717981,830.28,43.28,1071,zub8fSqg+I,com.sec.android.app.shealth,0,ff148cf3-c13a-4939-895e-87406d88038d.achievement.json,ff148cf3-c13a-4939-895e-87406d88038d,1623542400000,
1986,2854b274-a662-43ff-888f-dd910ec273b2.binning_data.json,1155309,6000,0,2021-04-30 22:00:01.009,com.sec.android.app.shealth,2021-04-30 22:00:01.009,,1.2894812,1489.75,79.54,1986,zub8fSqg+I,com.sec.android.app.shealth,0,2854b274-a662-43ff-888f-dd910ec273b2.achievement.json,2854b274-a662-43ff-888f-dd910ec273b2,1619740800000,
2085,e2ea55aa-3b4d-4392-bdaa-a091ec5cdc05.binning_data.json,1190099,6000,31,2021-05-20 22:00:02.677,com.sec.android.app.shealth,2021-05-19 22:00:02.166,,1.3277798,1580.19,85.18,2054,2RI+3qlzEN,com.sec.android.app.shealth,0,e2ea55aa-3b4d-4392-bdaa-a091ec5cdc05.achievement.json,e2ea55aa-3b4d-4392-bdaa-a091ec5cdc05,1621382400000,
1001,f5ad0d67-8e85-425a-85af-792a29c46070.binning_data.json,548764,6000,0,2021-07-17 22:00:01.494,com.sec.android.app.shealth,2021-07-17 22:00:01.494,,1.4001825,768.37,39.36,1001,zub8fSqg+I,com.sec.android.app.shealth,0,f5ad0d67-8e85-425a-85af-792a29c46070.achievement.json,f5ad0d67-8e85-425a-85af-792a29c46070,1626480000000,
2066,57768fed-d795-4964-8e0a-d91afff61183.binning_data.json,1173016,6000,24,2021-08-14 08:36:54.058,com.sec.android.app.shealth,2021-08-13 02:54:44.231,57768fed-d795-4964-8e0a-d91afff61183.source_info.json,1.2814742,1503.19,83.05,2042,VfS0qUERdZ,com.sec.android.app.shealth,0,57768fed-d795-4964-8e0a-d91afff61183.achievement.json,57768fed-d795-4964-8e0a-d91afff61183,1628812800000,
3188,e740c3b0-38cf-4442-b98b-d49f4fd10b66.binning_data.json,1672273,6000,51,2021-05-02 22:31:37.951,com.sec.android.app.shealth,2021-05-02 22:31:37.951,,1.4470901,2419.93,135.86,3137,zub8fSqg+I,com.sec.android.app.shealth,0,e740c3b0-38cf-4442-b98b-d49f4fd10b66.achievement.json,e740c3b0-38cf-4442-b98b-d49f4fd10b66,1619913600000,
1404,4305db86-aeaf-4f26-bab9-d8a5935593a4.binning_data.json,746202,6000,19,2021-07-18 22:00:02.760,com.sec.android.app.shealth,2021-07-17 22:00:03.215,,1.4092714,1051.602,55.849,1385,2RI+3qlzEN,com.sec.android.app.shealth,0,4305db86-aeaf-4f26-bab9-d8a5935593a4.achievement.json,4305db86-aeaf-4f26-bab9-d8a5935593a4,1626480000000,
4058,72cec9b7-bb6d-4369-bb7e-3afb53a8e997.binning_data.json,2280529,6000,57,2021-05-22 22:00:03.044,com.sec.android.app.shealth,2021-05-21 22:00:02.679,,1.3519357,3083.129,167.13,4001,2RI+3qlzEN,com.sec.android.app.shealth,0,72cec9b7-bb6d-4369-bb7e-3afb53a8e997.achievement.json,72cec9b7-bb6d-4369-bb7e-3afb53a8e997,1621555200000,
3420,5ac7afb4-f9ba-4ef8-b0b3-fd326188fa94.binning_data.json,1900912,6000,0,2021-05-04 22:00:01.581,com.sec.android.app.shealth,2021-05-04 22:00:01.581,,1.3300982,2528.4,144.99,3420,zub8fSqg+I,com.sec.android.app.shealth,0,5ac7afb4-f9ba-4ef8-b0b3-fd326188fa94.achievement.json,5ac7afb4-f9ba-4ef8-b0b3-fd326188fa94,1620086400000,
4389,3afe5fd1-807c-4b2b-bb58-8c9a6d2ba69b.binning_data.json,2424289,6000,107,2021-06-14 22:00:03.373,com.sec.android.app.shealth,2021-06-13 22:00:06.862,,1.3402295,3249.105,177.319,4282,2RI+3qlzEN,com.sec.android.app.shealth,0,3afe5fd1-807c-4b2b-bb58-8c9a6d2ba69b.achievement.json,3afe5fd1-807c-4b2b-bb58-8c9a6d2ba69b,1623542400000,
160,d80a3b5e-a5ee-4993-8179-02163bc37601.binning_data.json,99075,6000,0,2021-08-13 22:00:01.453,com.sec.android.app.shealth,2021-08-13 22:00:01.453,,1.2027236,119.16,6.19,160,zub8fSqg+I,com.sec.android.app.shealth,0,d80a3b5e-a5ee-4993-8179-02163bc37601.achievement.json,d80a3b5e-a5ee-4993-8179-02163bc37601,1628812800000,
3390,3f3d226a-318e-4e05-a4e9-5840c16a23f2.binning_data.json,1967933,6000,47,2021-05-02 07:35:43.306,com.sec.android.app.shealth,2021-05-01 01:40:01.093,3f3d226a-318e-4e05-a4e9-5840c16a23f2.source_info.json,1.2800311,2519.016,139.86,3343,VfS0qUERdZ,com.sec.android.app.shealth,0,3f3d226a-318e-4e05-a4e9-5840c16a23f2.achievement.json,3f3d226a-318e-4e05-a4e9-5840c16a23f2,1619827200000,
1973,03a82c1a-a00c-42ac-a1db-8d92d6796248.binning_data.json,1218528,6000,0,2021-05-06 22:00:00.506,com.sec.android.app.shealth,2021-05-06 22:00:00.506,,1.1840343,1442.78,79.84,1973,zub8fSqg+I,com.sec.android.app.shealth,0,03a82c1a-a00c-42ac-a1db-8d92d6796248.achievement.json,03a82c1a-a00c-42ac-a1db-8d92d6796248,1620259200000,
6168,c79b6c9d-ebde-4e7a-8270-2eba0ff5d408.binning_data.json,3449997,6000,179,2021-07-20 09:55:16.762,com.sec.android.app.shealth,2021-07-17 22:01:55.537,c79b6c9d-ebde-4e7a-8270-2eba0ff5d408.source_info.json,1.3265624,4576.637,249.12,5989,VfS0qUERdZ,com.sec.android.app.shealth,0,c79b6c9d-ebde-4e7a-8270-2eba0ff5d408.achievement.json,c79b6c9d-ebde-4e7a-8270-2eba0ff5d408,1626566400000,
2904,17de9e91-6304-48ad-8211-74fde2c262cb.binning_data.json,1654090,6000,31,2021-05-23 22:00:02.929,com.sec.android.app.shealth,2021-05-23 22:00:02.929,,1.3213238,2185.589,119.68,2873,2RI+3qlzEN,com.sec.android.app.shealth,0,17de9e91-6304-48ad-8211-74fde2c262cb.achievement.json,17de9e91-6304-48ad-8211-74fde2c262cb,1621728000000,
2033,81dffb2b-53dc-4bda-be4e-6d718a9d5cc2.binning_data.json,1220029,6000,4,2021-05-08 22:00:01.325,com.sec.android.app.shealth,2021-05-08 22:00:01.325,,1.2501664,1525.24,82.46,2029,zub8fSqg+I,com.sec.android.app.shealth,0,81dffb2b-53dc-4bda-be4e-6d718a9d5cc2.achievement.json,81dffb2b-53dc-4bda-be4e-6d718a9d5cc2,1620432000000,
1970,0d5acfcc-69af-4b2c-83e9-20872199c09a.binning_data.json,1114171,6000,24,2021-08-14 22:00:04.711,com.sec.android.app.shealth,2021-08-13 22:00:03.385,,1.2836169,1430.17,79.42,1946,2RI+3qlzEN,com.sec.android.app.shealth,0,0d5acfcc-69af-4b2c-83e9-20872199c09a.achievement.json,0d5acfcc-69af-4b2c-83e9-20872199c09a,1628812800000,
7598,149be857-d851-418e-be94-91ab3b02060e.binning_data.json,4189099,6000,991,2021-06-15 06:55:36.515,com.sec.android.app.shealth,2021-06-14 00:40:21.315,149be857-d851-418e-be94-91ab3b02060e.source_info.json,1.412745,5918.129,347.87,6607,VfS0qUERdZ,com.sec.android.app.shealth,0,149be857-d851-418e-be94-91ab3b02060e.achievement.json,149be857-d851-418e-be94-91ab3b02060e,1623628800000,
2438,5071ab39-11e1-4950-900c-d85169cc4bc2.binning_data.json,1331615,6000,70,2021-05-26 22:00:02.874,com.sec.android.app.shealth,2021-05-25 22:00:01.571,,1.4089136,1876.131,101.04,2368,2RI+3qlzEN,com.sec.android.app.shealth,0,5071ab39-11e1-4950-900c-d85169cc4bc2.achievement.json,5071ab39-11e1-4950-900c-d85169cc4bc2,1621900800000,
