
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
952,4ea6ba2e-7202-424f-9592-c437e8a266c8.binning_data.json,625106,6000,0,2021-03-01 23:00:00.831,com.sec.android.app.shealth,2021-03-01 23:00:00.831,,1.1203533,700.34,37.64,952,zub8fSqg+I,com.sec.android.app.shealth,0,4ea6ba2e-7202-424f-9592-c437e8a266c8.achievement.json,4ea6ba2e-7202-424f-9592-c437e8a266c8,1614556800000,
3179,c3a65245-9cc8-44d5-94f8-b9bac78041d7.binning_data.json,1759929,6000,0,2021-03-09 23:10:00.271,com.sec.android.app.shealth,2021-03-09 23:10:00.271,,1.3532132,2381.56,129.42,3179,zub8fSqg+I,com.sec.android.app.shealth,0,c3a65245-9cc8-44d5-94f8-b9bac78041d7.achievement.json,c3a65245-9cc8-44d5-94f8-b9bac78041d7,1615248000000,
4692,0c2754d6-e82b-4a3b-bf19-03d89f603f10.binning_data.json,2523232,6000,0,2020-12-02 20:50:28.630,com.sec.android.app.shealth,2020-12-02 05:18:36.515,0c2754d6-e82b-4a3b-bf19-03d89f603f10.source_info.json,1.4093431,3556.1,194.59999,4692,VfS0qUERdZ,com.sec.android.app.shealth,0,0c2754d6-e82b-4a3b-bf19-03d89f603f10.achievement.json,0c2754d6-e82b-4a3b-bf19-03d89f603f10,1606867200000,
4021,8e42cd09-44fc-4a12-8e8c-dcc0de3a46fe.binning_data.json,2039609,6000,10,2020-12-01 20:10:00.904,com.sec.android.app.shealth,2020-12-01 06:17:28.371,8e42cd09-44fc-4a12-8e8c-dcc0de3a46fe.source_info.json,1.5254241,3111.27,163.31,4011,VfS0qUERdZ,com.sec.android.app.shealth,0,8e42cd09-44fc-4a12-8e8c-dcc0de3a46fe.achievement.json,8e42cd09-44fc-4a12-8e8c-dcc0de3a46fe,1606780800000,
1621,b1cc8841-99b4-4bbc-8d2c-8cac12d7aa1b.binning_data.json,948292,6000,3,2021-03-12 23:00:01.063,com.sec.android.app.shealth,2021-03-12 23:00:01.063,,1.2798365,1213.66,64.33,1618,zub8fSqg+I,com.sec.android.app.shealth,0,b1cc8841-99b4-4bbc-8d2c-8cac12d7aa1b.achievement.json,b1cc8841-99b4-4bbc-8d2c-8cac12d7aa1b,1615507200000,
3979,04484d8c-898e-45ab-996c-f386ac90a0aa.binning_data.json,2183754,6000,0,2021-03-04 23:03:36.687,com.sec.android.app.shealth,2021-03-04 23:03:36.687,,1.3731903,2998.71,162.37,3979,zub8fSqg+I,com.sec.android.app.shealth,0,04484d8c-898e-45ab-996c-f386ac90a0aa.achievement.json,04484d8c-898e-45ab-996c-f386ac90a0aa,1614816000000,
2156,5123ddd3-d4e7-4211-ae20-7fe1250a9955.binning_data.json,1259428,6000,2,2021-02-24 23:00:01.385,com.sec.android.app.shealth,2021-02-24 23:00:01.385,,1.2581415,1584.54,89.68,2154,zub8fSqg+I,com.sec.android.app.shealth,0,5123ddd3-d4e7-4211-ae20-7fe1250a9955.achievement.json,5123ddd3-d4e7-4211-ae20-7fe1250a9955,1614124800000,
983,d86d41fb-2868-4344-9ee4-0ebf0716bced.binning_data.json,533971,6000,0,2021-03-15 23:00:00.563,com.sec.android.app.shealth,2021-03-15 23:00:00.563,,1.400879,748.02997,39.26,983,zub8fSqg+I,com.sec.android.app.shealth,0,d86d41fb-2868-4344-9ee4-0ebf0716bced.achievement.json,d86d41fb-2868-4344-9ee4-0ebf0716bced,1615766400000,
2813,5268a174-5952-41f4-9884-59654aefa1ab.binning_data.json,1467007,6000,0,2020-11-30 20:35:45.625,com.sec.android.app.shealth,2020-11-30 06:47:39.649,5268a174-5952-41f4-9884-59654aefa1ab.source_info.json,1.4723234,2159.9102,112.92,2813,VfS0qUERdZ,com.sec.android.app.shealth,0,5268a174-5952-41f4-9884-59654aefa1ab.achievement.json,5268a174-5952-41f4-9884-59654aefa1ab,1606694400000,
2508,38669ffc-d495-4a32-9452-4505063986c9.binning_data.json,1375144,6000,6,2020-12-05 17:35:57.106,com.sec.android.app.shealth,2020-12-05 09:48:37.953,38669ffc-d495-4a32-9452-4505063986c9.source_info.json,1.3910973,1912.9601,100.46,2502,VfS0qUERdZ,com.sec.android.app.shealth,0,38669ffc-d495-4a32-9452-4505063986c9.achievement.json,38669ffc-d495-4a32-9452-4505063986c9,1607126400000,
3527,c4e8a842-40ee-4609-8b62-abe35a1b0724.binning_data.json,1857999,6000,10,2020-12-04 18:23:16.114,com.sec.android.app.shealth,2020-12-04 08:15:02.111,c4e8a842-40ee-4609-8b62-abe35a1b0724.source_info.json,1.4006621,2602.43,147.05,3517,VfS0qUERdZ,com.sec.android.app.shealth,0,c4e8a842-40ee-4609-8b62-abe35a1b0724.achievement.json,c4e8a842-40ee-4609-8b62-abe35a1b0724,1607040000000,
4641,c6ad8141-76ca-4207-8869-a8216e81aa96.binning_data.json,2598900,6000,20,2021-02-27 23:00:00.745,com.sec.android.app.shealth,2021-02-27 23:00:00.745,,1.319527,3429.32,193.02,4621,zub8fSqg+I,com.sec.android.app.shealth,0,c6ad8141-76ca-4207-8869-a8216e81aa96.achievement.json,c6ad8141-76ca-4207-8869-a8216e81aa96,1614384000000,
3596,5365fa7c-9782-4ee9-88cf-eea449dc9cec.binning_data.json,1936317,6000,90,2021-03-07 23:00:00.987,com.sec.android.app.shealth,2021-03-07 23:00:00.987,,1.4305707,2770.04,149.22,3506,zub8fSqg+I,com.sec.android.app.shealth,0,5365fa7c-9782-4ee9-88cf-eea449dc9cec.achievement.json,5365fa7c-9782-4ee9-88cf-eea449dc9cec,1615075200000,
4229,89c24cf6-1ce4-44a9-a31e-aeeda3b90e5d.binning_data.json,2252130,6000,6,2020-12-03 19:19:53.947,com.sec.android.app.shealth,2020-12-03 06:35:02.139,89c24cf6-1ce4-44a9-a31e-aeeda3b90e5d.source_info.json,1.4425097,3248.72,170.39,4223,VfS0qUERdZ,com.sec.android.app.shealth,0,89c24cf6-1ce4-44a9-a31e-aeeda3b90e5d.achievement.json,89c24cf6-1ce4-44a9-a31e-aeeda3b90e5d,1606953600000,
5025,9d2a5ace-e155-4d2a-bb22-396e472ab5ec.binning_data.json,2620744,6000,7,2020-12-08 20:00:58.024,com.sec.android.app.shealth,2020-12-08 06:52:25.030,9d2a5ace-e155-4d2a-bb22-396e472ab5ec.source_info.json,1.472154,3858.14,203.84,5018,VfS0qUERdZ,com.sec.android.app.shealth,0,9d2a5ace-e155-4d2a-bb22-396e472ab5ec.achievement.json,9d2a5ace-e155-4d2a-bb22-396e472ab5ec,1607385600000,
3389,5308c616-1f3f-4dd7-9a9f-deeda5c9a2bd.binning_data.json,1947983,6000,28,2021-03-18 23:00:01.534,com.sec.android.app.shealth,2021-03-18 23:00:01.534,,1.3045899,2541.32,138.34,3361,zub8fSqg+I,com.sec.android.app.shealth,0,5308c616-1f3f-4dd7-9a9f-deeda5c9a2bd.achievement.json,5308c616-1f3f-4dd7-9a9f-deeda5c9a2bd,1616025600000,
4094,e5cb35f8-acb9-4dd7-a1fa-4a5886fdc96e.binning_data.json,2145202,6000,0,2020-12-07 20:01:54.524,com.sec.android.app.shealth,2020-12-07 01:32:30.935,e5cb35f8-acb9-4dd7-a1fa-4a5886fdc96e.source_info.json,1.4561797,3123.8,166.87,4094,VfS0qUERdZ,com.sec.android.app.shealth,0,e5cb35f8-acb9-4dd7-a1fa-4a5886fdc96e.achievement.json,e5cb35f8-acb9-4dd7-a1fa-4a5886fdc96e,1607299200000,
3941,a1b1c588-7c98-4b10-9160-f62b41253cbf.binning_data.json,2155801,6000,41,2021-03-02 23:00:01.482,com.sec.android.app.shealth,2021-03-02 23:00:01.482,,1.3874469,2991.06,162.48,3900,zub8fSqg+I,com.sec.android.app.shealth,0,a1b1c588-7c98-4b10-9160-f62b41253cbf.achievement.json,a1b1c588-7c98-4b10-9160-f62b41253cbf,1614643200000,
2610,4daf5576-a801-4800-a1a1-c10340f604f1.binning_data.json,1477322,6000,7,2021-03-10 23:00:00.904,com.sec.android.app.shealth,2021-03-10 23:00:00.904,,1.3247408,1957.07,106.21999,2603,zub8fSqg+I,com.sec.android.app.shealth,0,4daf5576-a801-4800-a1a1-c10340f604f1.achievement.json,4daf5576-a801-4800-a1a1-c10340f604f1,1615334400000,
3264,971a225a-f522-443b-bb97-de5ed9d82e5b.binning_data.json,2010070,6000,0,2021-03-21 23:00:02.205,com.sec.android.app.shealth,2021-03-21 23:00:02.205,,1.2038034,2419.73,130.78,3264,zub8fSqg+I,com.sec.android.app.shealth,0,971a225a-f522-443b-bb97-de5ed9d82e5b.achievement.json,971a225a-f522-443b-bb97-de5ed9d82e5b,1616284800000,
3077,8ab5a5d3-58c2-4bd8-a5b8-2fef587f4faf.binning_data.json,1702171,6000,49,2021-03-05 23:02:10.620,com.sec.android.app.shealth,2021-03-05 23:02:10.620,,1.3757837,2341.82,127.619995,3028,zub8fSqg+I,com.sec.android.app.shealth,0,8ab5a5d3-58c2-4bd8-a5b8-2fef587f4faf.achievement.json,8ab5a5d3-58c2-4bd8-a5b8-2fef587f4faf,1614902400000,
5336,78d3d310-323f-4354-8d35-44d562109d57.binning_data.json,2914112,6000,0,2020-12-11 16:35:03.983,com.sec.android.app.shealth,2020-12-11 06:55:01.086,78d3d310-323f-4354-8d35-44d562109d57.source_info.json,1.3943251,4063.22,215.48,5336,VfS0qUERdZ,com.sec.android.app.shealth,0,78d3d310-323f-4354-8d35-44d562109d57.achievement.json,78d3d310-323f-4354-8d35-44d562109d57,1607644800000,
724,6fda29f5-da0e-4921-8da7-4bbe367c8f23.binning_data.json,411782,6000,0,2020-12-06 19:47:00.576,com.sec.android.app.shealth,2020-12-06 06:43:44.220,6fda29f5-da0e-4921-8da7-4bbe367c8f23.source_info.json,1.3328394,548.84,28.709997,724,VfS0qUERdZ,com.sec.android.app.shealth,0,6fda29f5-da0e-4921-8da7-4bbe367c8f23.achievement.json,6fda29f5-da0e-4921-8da7-4bbe367c8f23,1607212800000,
5023,1cba028b-7e09-4942-9c7e-459580d2f9e9.binning_data.json,2697293,6000,5,2020-12-10 18:31:17.044,com.sec.android.app.shealth,2020-12-10 06:15:18.237,1cba028b-7e09-4942-9c7e-459580d2f9e9.source_info.json,1.4101988,3803.72,204.66,5018,VfS0qUERdZ,com.sec.android.app.shealth,0,1cba028b-7e09-4942-9c7e-459580d2f9e9.achievement.json,1cba028b-7e09-4942-9c7e-459580d2f9e9,1607558400000,
1802,d1312880-abea-4020-97cf-e9b7d68d2b1c.binning_data.json,1072290,6000,0,2021-03-08 23:00:00.876,com.sec.android.app.shealth,2021-03-08 23:00:00.876,,1.2549493,1345.67,73.31,1802,zub8fSqg+I,com.sec.android.app.shealth,0,d1312880-abea-4020-97cf-e9b7d68d2b1c.achievement.json,d1312880-abea-4020-97cf-e9b7d68d2b1c,1615161600000,
250,11e81c2d-2e49-45a9-8c17-c44aa453c0ca.binning_data.json,128867,6000,0,2021-03-14 05:27:40.820,com.sec.android.app.shealth,2021-03-14 05:27:40.820,,1.4857141,191.46,10.279999,250,zub8fSqg+I,com.sec.android.app.shealth,0,11e81c2d-2e49-45a9-8c17-c44aa453c0ca.achievement.json,11e81c2d-2e49-45a9-8c17-c44aa453c0ca,1615593600000,
2485,20566575-fba2-44e6-8191-56e7b7b8f221.binning_data.json,1341325,6000,34,2021-03-24 23:00:27.376,com.sec.android.app.shealth,2021-03-24 23:00:27.376,,1.4272298,1914.38,100.63,2451,zub8fSqg+I,com.sec.android.app.shealth,0,20566575-fba2-44e6-8191-56e7b7b8f221.achievement.json,20566575-fba2-44e6-8191-56e7b7b8f221,1616544000000,
5138,4c50fb15-5df0-4be8-b953-7ad3ad7ee64a.binning_data.json,2798455,6000,82,2020-12-14 19:41:00.717,com.sec.android.app.shealth,2020-12-14 04:55:17.017,4c50fb15-5df0-4be8-b953-7ad3ad7ee64a.source_info.json,1.4331622,4010.6401,225.37,5056,VfS0qUERdZ,com.sec.android.app.shealth,0,4c50fb15-5df0-4be8-b953-7ad3ad7ee64a.achievement.json,4c50fb15-5df0-4be8-b953-7ad3ad7ee64a,1607904000000,
6823,b530bb44-0f21-424c-89ea-3ac22bde158c.binning_data.json,3445466,6000,2,2020-12-09 20:19:18.189,com.sec.android.app.shealth,2020-12-09 06:53:18.930,b530bb44-0f21-424c-89ea-3ac22bde158c.source_info.json,1.4548248,5012.55,296.31,6821,VfS0qUERdZ,com.sec.android.app.shealth,0,b530bb44-0f21-424c-89ea-3ac22bde158c.achievement.json,b530bb44-0f21-424c-89ea-3ac22bde158c,1607472000000,
9347,3db1a271-bb14-4107-9674-e0c897bb4584.binning_data.json,5309584,6000,61,2021-03-11 23:00:00.863,com.sec.android.app.shealth,2021-03-11 23:00:00.863,,1.3330779,7078.09,381.42,9286,zub8fSqg+I,com.sec.android.app.shealth,0,3db1a271-bb14-4107-9674-e0c897bb4584.achievement.json,3db1a271-bb14-4107-9674-e0c897bb4584,1615420800000,
2838,dc08c1bb-569d-406a-a695-5325d402b4ba.binning_data.json,1602180,6000,0,2020-12-13 20:23:18.247,com.sec.android.app.shealth,2020-12-13 08:34:11.006,dc08c1bb-569d-406a-a695-5325d402b4ba.source_info.json,1.3109137,2100.32,116.02999,2838,VfS0qUERdZ,com.sec.android.app.shealth,0,dc08c1bb-569d-406a-a695-5325d402b4ba.achievement.json,dc08c1bb-569d-406a-a695-5325d402b4ba,1607817600000,
2928,8dc65cc0-e748-42ec-acdf-bf18a1201e97.binning_data.json,1812632,6000,18,2021-03-16 23:00:01.011,com.sec.android.app.shealth,2021-03-16 23:00:01.011,,1.1866165,2150.9,118.94999,2910,zub8fSqg+I,com.sec.android.app.shealth,0,8dc65cc0-e748-42ec-acdf-bf18a1201e97.achievement.json,8dc65cc0-e748-42ec-acdf-bf18a1201e97,1615852800000,
2410,1391cf13-99a0-413c-925d-b989d147b36c.binning_data.json,1575501,6000,0,2021-03-27 23:02:20.395,com.sec.android.app.shealth,2021-03-27 23:02:20.395,,1.1186662,1762.46,96.58,2410,zub8fSqg+I,com.sec.android.app.shealth,0,1391cf13-99a0-413c-925d-b989d147b36c.achievement.json,1391cf13-99a0-413c-925d-b989d147b36c,1616803200000,
1322,810763a2-4180-42be-97e1-042673fa6ba8.binning_data.json,691816,6000,0,2021-03-14 23:00:00.990,com.sec.android.app.shealth,2021-03-14 23:00:00.990,,1.3980155,967.17004,57.749996,1322,zub8fSqg+I,com.sec.android.app.shealth,0,810763a2-4180-42be-97e1-042673fa6ba8.achievement.json,810763a2-4180-42be-97e1-042673fa6ba8,1615680000000,
996,f83cc095-dce9-4f15-9b3e-eb7981caeee0.binning_data.json,628528,6000,0,2020-12-17 19:56:57.086,com.sec.android.app.shealth,2020-12-17 09:45:40.526,f83cc095-dce9-4f15-9b3e-eb7981caeee0.source_info.json,1.1669962,733.49,39.56,996,VfS0qUERdZ,com.sec.android.app.shealth,0,f83cc095-dce9-4f15-9b3e-eb7981caeee0.achievement.json,f83cc095-dce9-4f15-9b3e-eb7981caeee0,1608163200000,
3343,abde3750-d22a-4a29-9a74-e4cc993c8bd7.binning_data.json,1804733,6000,102,2021-03-19 23:00:01.526,com.sec.android.app.shealth,2021-03-19 23:00:01.526,,1.4455544,2608.84,140.4,3241,zub8fSqg+I,com.sec.android.app.shealth,0,abde3750-d22a-4a29-9a74-e4cc993c8bd7.achievement.json,abde3750-d22a-4a29-9a74-e4cc993c8bd7,1616112000000,
4338,781587a9-9714-4e7e-896b-ebe3efbea9dd.binning_data.json,2531391,6000,29,2021-03-30 22:01:37.686,com.sec.android.app.shealth,2021-03-30 22:01:37.686,,1.2887495,3262.3298,174.79,4309,zub8fSqg+I,com.sec.android.app.shealth,0,781587a9-9714-4e7e-896b-ebe3efbea9dd.achievement.json,781587a9-9714-4e7e-896b-ebe3efbea9dd,1617062400000,
2367,164cbd02-5e38-43f2-af17-08f9a4c2524c.binning_data.json,1224207,6000,27,2021-03-17 23:00:00.986,com.sec.android.app.shealth,2021-03-17 23:00:00.986,,1.4785483,1810.05,97.41,2340,zub8fSqg+I,com.sec.android.app.shealth,0,164cbd02-5e38-43f2-af17-08f9a4c2524c.achievement.json,164cbd02-5e38-43f2-af17-08f9a4c2524c,1615939200000,
322,e41ca076-e732-47c8-b035-4c054698949f.binning_data.json,189423,6000,0,2021-04-02 22:01:41.560,com.sec.android.app.shealth,2021-04-02 22:01:41.560,,1.268269,240.24,12.26,322,zub8fSqg+I,com.sec.android.app.shealth,0,e41ca076-e732-47c8-b035-4c054698949f.achievement.json,e41ca076-e732-47c8-b035-4c054698949f,1617321600000,
5705,b8312c49-84ce-4e18-8956-182d4680d76d.binning_data.json,3634375,6000,2,2021-03-20 23:00:06.102,com.sec.android.app.shealth,2021-03-20 23:00:06.102,,1.1458611,4164.49,228.7,5703,zub8fSqg+I,com.sec.android.app.shealth,0,b8312c49-84ce-4e18-8956-182d4680d76d.achievement.json,b8312c49-84ce-4e18-8956-182d4680d76d,1616198400000,
1603,54ddf395-dff8-4acb-800d-546e743100cd.binning_data.json,923731,6000,0,2021-03-22 23:00:01.926,com.sec.android.app.shealth,2021-03-22 23:00:01.926,,1.3060502,1206.44,64.59999,1603,zub8fSqg+I,com.sec.android.app.shealth,0,54ddf395-dff8-4acb-800d-546e743100cd.achievement.json,54ddf395-dff8-4acb-800d-546e743100cd,1616371200000,
806,4f417b95-a67c-4021-b766-55136b951189.binning_data.json,469585,6000,0,2020-12-20 19:56:01.239,com.sec.android.app.shealth,2020-12-19 23:20:46.235,4f417b95-a67c-4021-b766-55136b951189.source_info.json,1.2719944,597.31,32.53,806,VfS0qUERdZ,com.sec.android.app.shealth,0,4f417b95-a67c-4021-b766-55136b951189.achievement.json,4f417b95-a67c-4021-b766-55136b951189,1608422400000,
4985,6d0d795b-a254-4b21-a81e-b1b0102872c9.binning_data.json,2969400,6000,10,2020-12-12 22:05:07.079,com.sec.android.app.shealth,2020-12-12 08:44:43.121,6d0d795b-a254-4b21-a81e-b1b0102872c9.source_info.json,1.2545494,3725.26,197.98999,4975,VfS0qUERdZ,com.sec.android.app.shealth,0,6d0d795b-a254-4b21-a81e-b1b0102872c9.achievement.json,6d0d795b-a254-4b21-a81e-b1b0102872c9,1607731200000,
5030,930a2db4-35f7-4306-b427-4db2309f8b48.binning_data.json,2899341,6000,14,2021-03-23 23:00:00.892,com.sec.android.app.shealth,2021-03-23 23:00:00.892,,1.3011128,3772.3699,202.12999,5016,zub8fSqg+I,com.sec.android.app.shealth,0,930a2db4-35f7-4306-b427-4db2309f8b48.achievement.json,930a2db4-35f7-4306-b427-4db2309f8b48,1616457600000,
1172,613236da-b0b5-4d4e-8c4a-6b4f87c46dae.binning_data.json,652299,6000,0,2020-12-16 19:01:36.252,com.sec.android.app.shealth,2020-12-16 06:32:52.906,613236da-b0b5-4d4e-8c4a-6b4f87c46dae.source_info.json,1.3448887,877.26996,48.88,1172,VfS0qUERdZ,com.sec.android.app.shealth,0,613236da-b0b5-4d4e-8c4a-6b4f87c46dae.achievement.json,613236da-b0b5-4d4e-8c4a-6b4f87c46dae,1608076800000,
965,b5ce4b26-20dc-4122-ae04-241e2d683df0.binning_data.json,553202,6000,27,2021-04-05 22:02:00.636,com.sec.android.app.shealth,2021-04-05 22:02:00.636,,1.3215059,731.06,39.66,938,zub8fSqg+I,com.sec.android.app.shealth,0,b5ce4b26-20dc-4122-ae04-241e2d683df0.achievement.json,b5ce4b26-20dc-4122-ae04-241e2d683df0,1617580800000,
2130,24518536-2bda-4000-8461-fac18a4ab7ae.binning_data.json,1315873,6000,14,2021-03-25 23:02:24.332,com.sec.android.app.shealth,2021-03-25 23:02:24.332,,1.204493,1584.96,85.81,2116,zub8fSqg+I,com.sec.android.app.shealth,0,24518536-2bda-4000-8461-fac18a4ab7ae.achievement.json,24518536-2bda-4000-8461-fac18a4ab7ae,1616630400000,
3375,f000290d-2ed5-49f7-9786-ffd1ac3efba1.binning_data.json,1901560,6000,31,2020-12-23 21:06:30.869,com.sec.android.app.shealth,2020-12-23 09:25:15.477,f000290d-2ed5-49f7-9786-ffd1ac3efba1.source_info.json,1.3446952,2557.02,137.55,3344,VfS0qUERdZ,com.sec.android.app.shealth,0,f000290d-2ed5-49f7-9786-ffd1ac3efba1.achievement.json,f000290d-2ed5-49f7-9786-ffd1ac3efba1,1608681600000,
1068,1d72a398-12eb-4443-83f9-9e808ada16a9.binning_data.json,647288,6000,0,2021-03-26 23:00:26.607,com.sec.android.app.shealth,2021-03-26 23:00:26.607,,1.226284,793.76,42.58,1068,zub8fSqg+I,com.sec.android.app.shealth,0,1d72a398-12eb-4443-83f9-9e808ada16a9.achievement.json,1d72a398-12eb-4443-83f9-9e808ada16a9,1616716800000,
1330,3d821ab4-d1ff-4e0e-af47-91b9f3c0aac3.binning_data.json,752966,6000,3,2021-03-28 22:50:44.030,com.sec.android.app.shealth,2021-03-28 22:50:44.030,,1.3271507,999.3,53.329998,1327,zub8fSqg+I,com.sec.android.app.shealth,0,3d821ab4-d1ff-4e0e-af47-91b9f3c0aac3.achievement.json,3d821ab4-d1ff-4e0e-af47-91b9f3c0aac3,1616889600000,
2513,4fcc2927-c5af-484e-9b26-6b1da978a07b.binning_data.json,1512278,6000,19,2021-04-08 22:00:00.657,com.sec.android.app.shealth,2021-04-08 22:00:00.657,,1.2461723,1884.56,100.399994,2494,zub8fSqg+I,com.sec.android.app.shealth,0,4fcc2927-c5af-484e-9b26-6b1da978a07b.achievement.json,4fcc2927-c5af-484e-9b26-6b1da978a07b,1617840000000,
4452,1ff503e6-1c15-4b18-835e-1f7a5a14c987.binning_data.json,2382121,6000,18,2020-12-15 19:56:22.977,com.sec.android.app.shealth,2020-12-15 06:43:43.904,1ff503e6-1c15-4b18-835e-1f7a5a14c987.source_info.json,1.4117963,3363.07,183.01,4434,VfS0qUERdZ,com.sec.android.app.shealth,0,1ff503e6-1c15-4b18-835e-1f7a5a14c987.achievement.json,1ff503e6-1c15-4b18-835e-1f7a5a14c987,1607990400000,
2141,83242384-25cc-49e2-a216-08af483d58a6.binning_data.json,1208285,6000,19,2020-12-19 17:55:58.042,com.sec.android.app.shealth,2020-12-19 05:44:58.981,83242384-25cc-49e2-a216-08af483d58a6.source_info.json,1.3424231,1622.03,85.25,2122,VfS0qUERdZ,com.sec.android.app.shealth,0,83242384-25cc-49e2-a216-08af483d58a6.achievement.json,83242384-25cc-49e2-a216-08af483d58a6,1608336000000,
652,f4b8e378-eba4-4e8f-a851-6ddd0c5fa683.binning_data.json,344458,6000,3,2021-04-11 22:10:00.535,com.sec.android.app.shealth,2021-04-11 22:10:00.535,,1.3987172,481.80002,28.63,649,zub8fSqg+I,com.sec.android.app.shealth,0,f4b8e378-eba4-4e8f-a851-6ddd0c5fa683.achievement.json,f4b8e378-eba4-4e8f-a851-6ddd0c5fa683,1618099200000,
6558,29931346-be6d-4c04-9fe7-8b0f7698242a.binning_data.json,3777251,6000,12,2021-03-31 22:00:01.028,com.sec.android.app.shealth,2021-03-31 22:00:01.028,,1.3064156,4934.66,262.97,6546,zub8fSqg+I,com.sec.android.app.shealth,0,29931346-be6d-4c04-9fe7-8b0f7698242a.achievement.json,29931346-be6d-4c04-9fe7-8b0f7698242a,1617148800000,
2279,7c1baa66-a98b-493b-842d-2d3578bb0c32.binning_data.json,1288569,6000,0,2021-04-14 22:35:13.840,com.sec.android.app.shealth,2021-04-14 22:35:13.840,,1.3170651,1697.13,91.77,2279,zub8fSqg+I,com.sec.android.app.shealth,0,7c1baa66-a98b-493b-842d-2d3578bb0c32.achievement.json,7c1baa66-a98b-493b-842d-2d3578bb0c32,1618358400000,
2494,4f2cc9d9-6e9e-48bd-bf42-063a0a4d0019.binning_data.json,1560469,6000,0,2021-03-29 16:15:03.870,com.sec.android.app.shealth,2021-03-28 22:50:45.278,4f2cc9d9-6e9e-48bd-bf42-063a0a4d0019.source_info.json,1.1818815,1844.29,98.329994,2494,VfS0qUERdZ,com.sec.android.app.shealth,0,4f2cc9d9-6e9e-48bd-bf42-063a0a4d0019.achievement.json,4f2cc9d9-6e9e-48bd-bf42-063a0a4d0019,1616976000000,
3573,493d24b7-3985-45b0-a334-b363462eb7c9.binning_data.json,1924791,6000,18,2020-12-26 21:14:53.199,com.sec.android.app.shealth,2020-12-26 08:21:06.434,493d24b7-3985-45b0-a334-b363462eb7c9.source_info.json,1.4180083,2729.37,143.20999,3555,VfS0qUERdZ,com.sec.android.app.shealth,0,493d24b7-3985-45b0-a334-b363462eb7c9.achievement.json,493d24b7-3985-45b0-a334-b363462eb7c9,1608940800000,
1994,2e94773f-bbad-4219-a059-0368c6a8d98e.binning_data.json,1115413,6000,2,2021-04-03 22:00:00.841,com.sec.android.app.shealth,2021-04-03 22:00:00.841,,1.3365089,1490.76,81.39,1992,zub8fSqg+I,com.sec.android.app.shealth,0,2e94773f-bbad-4219-a059-0368c6a8d98e.achievement.json,2e94773f-bbad-4219-a059-0368c6a8d98e,1617408000000,
3997,810c9a53-6166-47e0-aeba-3521b5e16176.binning_data.json,2280981,6000,7,2021-04-01 22:02:13.328,com.sec.android.app.shealth,2021-04-01 22:02:13.328,,1.3190727,3008.78,159.68,3990,zub8fSqg+I,com.sec.android.app.shealth,0,810c9a53-6166-47e0-aeba-3521b5e16176.achievement.json,810c9a53-6166-47e0-aeba-3521b5e16176,1617235200000,
679,23c6e323-3a9c-4540-bdf4-bc5fcc6d4c13.binning_data.json,400981,6000,0,2020-12-18 21:24:24.322,com.sec.android.app.shealth,2020-12-18 08:21:45.578,23c6e323-3a9c-4540-bdf4-bc5fcc6d4c13.source_info.json,1.2521536,502.09,26.97,679,VfS0qUERdZ,com.sec.android.app.shealth,0,23c6e323-3a9c-4540-bdf4-bc5fcc6d4c13.achievement.json,23c6e323-3a9c-4540-bdf4-bc5fcc6d4c13,1608249600000,
1558,35b9db7c-fe26-4c10-8c17-bd4991930b4f.binning_data.json,899597,6000,3,2020-12-22 18:35:22.966,com.sec.android.app.shealth,2020-12-21 23:43:58.535,35b9db7c-fe26-4c10-8c17-bd4991930b4f.source_info.json,1.2957013,1165.61,64.07,1555,VfS0qUERdZ,com.sec.android.app.shealth,0,35b9db7c-fe26-4c10-8c17-bd4991930b4f.achievement.json,35b9db7c-fe26-4c10-8c17-bd4991930b4f,1608595200000,
756,415ea2e9-99a2-48cc-81c3-e584f6c243f8.binning_data.json,447013,6000,0,2021-04-06 22:00:01.119,com.sec.android.app.shealth,2021-04-06 22:00:01.119,,1.2562922,561.58,29.72,756,zub8fSqg+I,com.sec.android.app.shealth,0,415ea2e9-99a2-48cc-81c3-e584f6c243f8.achievement.json,415ea2e9-99a2-48cc-81c3-e584f6c243f8,1617667200000,
1498,f1113d57-38bd-4388-a911-24635b07ad1e.binning_data.json,809477,6000,26,2021-04-04 23:44:02.976,com.sec.android.app.shealth,2021-04-04 23:44:02.976,,1.4154434,1145.77,62.609997,1472,zub8fSqg+I,com.sec.android.app.shealth,0,f1113d57-38bd-4388-a911-24635b07ad1e.achievement.json,f1113d57-38bd-4388-a911-24635b07ad1e,1617494400000,
1566,31c61c50-c3b7-44e6-a489-e36894f5826c.binning_data.json,942349,6000,0,2021-04-17 22:00:01.169,com.sec.android.app.shealth,2021-04-17 22:00:01.169,,1.2312104,1160.23,62.3,1566,zub8fSqg+I,com.sec.android.app.shealth,0,31c61c50-c3b7-44e6-a489-e36894f5826c.achievement.json,31c61c50-c3b7-44e6-a489-e36894f5826c,1618617600000,
