
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
5622,4,0,11,2022-06-02 06:42:00.000,230002,,2022-06-02 06:47:31.649,2022-06-02 06:47:31.649,11,1.5277778,8.59,0.42,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 06:42:59.999,ab5aa4e7-7e57-e443-0aea-a52ae7e16b7a,
9354,4,0,14,2022-06-01 11:30:00.000,,,2022-06-01 11:30:40.314,2022-06-01 11:30:39.182,14,1.0872353,10.17,0.48,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-01 11:31:00.000,34cd6665-29ce-465c-a2e9-fe546d8ce3da,
10715,4,0,20,2022-06-02 05:06:00.000,230002,,2022-06-02 05:07:46.130,2022-06-02 05:06:11.163,20,1.4166666,15.18,0.82,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:06:59.999,67cbf67c-a53f-3611-3928-055e8d581e66,
17550,4,0,28,2022-06-02 13:07:00.000,230002,,2022-06-02 13:07:44.924,2022-06-02 13:07:02.374,28,1.1823814,20.751,1.099,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:07:59.999,24e56669-3fc3-594c-4f70-e7cb57091d44,
18278,4,0,28,2022-06-02 05:08:00.000,230002,,2022-06-02 05:10:49.323,2022-06-02 05:10:49.323,28,1.1111112,20.31,1.12,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:08:59.999,919065e0-72c7-37b3-5b1f-0cd94b605b45,
4197,4,0,7,2022-06-02 06:45:00.000,230002,,2022-06-02 06:47:31.659,2022-06-02 06:47:31.659,7,1.1388888,4.78,0.39,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 06:45:59.999,e5eb308b-148e-5d6c-81b6-acf62e26f778,
14859,4,0,24,2022-06-02 13:08:00.000,230002,,2022-06-02 13:11:27.844,2022-06-02 13:08:40.375,32,1.730885,25.72,1.22,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:08:59.999,6c33c017-6be6-8c89-a802-f10bdbdb3b24,
18904,4,0,28,2022-06-02 05:09:00.000,230002,,2022-06-02 05:10:49.331,2022-06-02 05:10:49.330,28,1.0833334,20.48,1.11,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:09:59.999,5d696975-86aa-8a19-02b8-cb672ec3af48,
60000,4,0,134,2022-06-02 13:09:00.000,230002,,2022-06-02 13:11:27.872,2022-06-02 13:11:27.861,126,1.6486666,98.92,5.05,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:09:59.999,9a1aa044-6910-26f4-84a0-95c17a223fa4,
11247,4,0,20,2022-06-02 06:47:00.000,230002,,2022-06-02 06:48:42.278,2022-06-02 06:47:32.244,20,1.3338591,15.002,0.751,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 06:47:59.999,32379bae-60a1-0b60-3460-eb05ab32db4d,
4896,4,0,11,2022-06-02 05:10:00.000,230002,,2022-06-02 05:11:04.399,2022-06-02 05:10:49.885,11,1.8055556,8.841,0.341,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:10:59.999,8266b8a8-513d-7197-f7b8-edae7d23fec6,
21045,4,0,38,2022-05-31 18:40:00.000,230002,,2022-05-31 18:41:07.412,2022-05-31 18:41:07.412,38,1.3888888,29.23,1.5,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 18:40:59.999,2afc1185-e25b-7eea-8e82-9408687675f5,
60000,4,0,120,2022-06-02 13:10:00.000,230002,,2022-06-02 13:11:27.887,2022-06-02 13:11:27.887,120,1.56,93.6,4.8,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:10:59.999,8c8971fa-ed75-2f99-e179-fd6f950b5724,
23778,4,0,51,2022-06-02 05:11:00.000,230002,,2022-06-02 05:12:39.396,2022-06-02 05:12:39.396,51,1.6666666,39.63,2.05,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:11:59.999,69be24ff-2e9a-894f-4f2c-bd5cf7677e09,
5304,4,0,10,2022-06-02 06:48:00.000,230002,,2022-06-02 06:48:42.296,2022-06-02 06:48:42.296,10,1.4722222,7.81,0.37,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 06:48:59.999,90caabd1-637f-3264-6fce-ac97a4cb22ba,
51563,4,0,90,2022-06-02 13:11:00.000,230002,,2022-06-02 13:12:02.761,2022-06-02 13:11:27.913,90,1.3121605,67.66,3.63,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:11:59.999,9e95626d-1a25-b083-e7ea-93dd6d347994,
29061,4,0,59,2022-06-02 05:12:00.000,230002,,2022-06-02 05:12:41.440,2022-06-02 05:12:39.404,59,1.5921253,46.27,2.37,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:12:59.999,00332e7d-5b89-8bae-555a-09cbd714cbd6,
10389,4,0,17,2022-06-02 13:12:00.000,230002,,2022-06-02 13:15:01.260,2022-06-02 13:12:02.768,17,1.1944444,12.41,0.65,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:12:59.999,a23b43c9-1f20-c66c-f606-ade76beb1176,
36610,4,0,77,2022-06-02 05:13:00.000,230002,,2022-06-02 05:15:00.098,2022-06-02 05:13:09.302,77,1.6858,61.718,3.05,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:13:59.999,4570f323-e135-17b4-4abe-f030dcaaca49,
8218,4,0,18,2022-06-02 06:52:00.000,230002,,2022-06-02 06:55:01.233,2022-06-02 06:55:01.231,18,1.7777778,14.61,0.61,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 06:52:59.999,46fb79c0-d770-ef05-f0ef-f1e04d3ccfab,
58950,4,0,117,2022-06-02 13:13:00.000,230002,,2022-06-02 13:15:01.305,2022-06-02 13:15:01.304,117,1.5555556,91.7,4.62,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:13:59.999,b70b5088-908f-f7ee-5d1c-678a70564546,
50893,4,0,110,2022-06-02 05:14:00.000,230002,,2022-06-02 05:15:00.163,2022-06-02 05:15:00.163,110,1.7222222,87.65,4.37,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:14:59.999,628ebf7b-fa97-072f-e223-49da35588643,
59002,4,0,119,2022-06-02 13:14:00.000,230002,,2022-06-02 13:15:01.321,2022-06-02 13:15:01.320,119,1.5833334,93.42,4.75,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:14:59.999,7f12d18f-fde5-486b-1480-7bebb733db77,
15391,4,17,22,2022-06-02 06:54:00.000,230002,,2022-06-02 06:55:01.284,2022-06-02 06:55:01.280,39,2.1388888,32.92,2.31,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 06:54:59.999,f906853d-5118-364d-ee64-274f18b2c7fb,
8350,4,0,18,2022-06-02 05:15:00.000,230002,,2022-06-02 05:18:14.485,2022-06-02 05:15:00.559,18,1.721826,14.378,0.72,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:15:59.999,1cc4adf7-ca61-c877-4bbd-61f83268fa74,
20191,4,0,41,2022-06-02 13:15:00.000,,,2022-06-02 13:16:59.280,2022-06-02 13:16:59.280,41,1.6111112,32.53,1.64,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-02 13:16:00.000,6c2ab91e-d0d3-4405-9d4d-05519763e18d,
19256,4,0,37,2022-06-02 05:16:00.000,230002,,2022-06-02 05:18:14.493,2022-06-02 05:18:14.493,37,1.4166666,27.28,1.7,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:16:59.999,19f6450c-093b-cf12-d5ee-ff6ec98001a2,
16617,4,0,29,2022-06-02 06:55:00.000,230002,,2022-06-02 06:55:45.529,2022-06-02 06:55:11.771,29,1.3163537,21.875,1.08,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 06:55:59.999,32199e1c-1403-d473-8dea-41662868ca14,
42530,4,0,76,2022-06-02 13:16:00.000,,,2022-06-02 13:16:59.365,2022-06-02 13:16:59.365,89,1.5833333,67.34,4.1,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-02 13:17:00.000,40e5e4a1-8e35-47e8-b22b-93a7dd7c5ab9,
13338,4,0,27,2022-06-02 05:17:00.000,230002,,2022-06-02 05:18:14.504,2022-06-02 05:18:14.503,27,1.5833334,21.12,1.02,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:17:59.999,a1794342-cd8e-e0a0-8ac3-0a609f61fdd3,
60000,4,0,118,2022-05-31 15:16:00.000,230002,,2022-05-31 15:17:16.339,2022-05-31 15:17:16.339,118,1.5178334,91.07,4.69,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 15:16:59.999,4dae869e-8a50-faa9-4f58-fe6b81a569a4,
4717,4,0,8,2022-06-02 13:17:00.000,,,2022-06-02 13:17:18.952,2022-06-02 13:17:05.559,8,1.2845882,6.0600004,0.31,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-02 13:18:00.000,4e86a549-e36f-4c12-b07e-848b71504ed3,
14408,4,0,22,2022-06-02 06:56:00.000,230002,,2022-06-02 06:57:23.336,2022-06-02 06:57:23.336,22,1.1388888,16.41,0.87,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 06:56:59.999,0ecb52c7-2012-b313-3119-f5a5a6c5f71b,
19027,4,0,38,2022-06-02 05:18:00.000,230002,,2022-06-02 05:18:43.147,2022-06-02 05:18:14.521,38,1.5803604,30.07,1.57,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:18:59.999,775b301d-0191-5716-dfc0-9225f89217e7,
24065,4,0,39,2022-05-31 15:17:00.000,230002,,2022-05-31 15:18:22.238,2022-05-31 15:17:16.350,39,1.202959,28.95,1.66,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 15:17:59.999,8227058d-c09e-42ea-c0ef-0ef67f97de13,
19951,4,0,40,2022-06-02 13:15:00.000,230002,,2022-06-02 13:16:25.259,2022-06-02 13:15:01.696,40,1.5833334,31.59,1.59,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:15:59.999,68907a9a-396f-00e3-702a-1209efc411a8,
31220,4,0,48,2022-06-02 05:19:00.000,230002,,2022-06-02 05:20:37.438,2022-06-02 05:20:37.437,48,1.1111112,34.69,1.93,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 05:19:59.999,748401c2-3fc5-d3c5-0a1b-223273924e0e,
14363,4,0,22,2022-05-31 11:37:00.000,230002,,2022-05-31 11:38:15.292,2022-05-31 11:38:15.292,22,1.0833334,15.56,0.92,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 11:37:59.999,1a478632-606f-494c-3891-ae50c4a632f1,
38636,4,0,80,2022-06-02 13:16:00.000,230002,,2022-06-02 13:17:02.431,2022-06-02 13:16:25.266,80,1.5680592,60.584,3.28,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:16:59.999,b23add2a-718c-5a68-2016-037d07e02640,
8323,4,0,11,2022-06-04 04:42:00.000,230002,,2022-06-04 04:44:15.425,2022-06-04 04:44:15.425,11,0.9166667,7.63,0.48,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 04:42:59.999,a3e89701-3547-1517-d84d-07d6bddd253a,
10136,4,0,13,2022-05-31 15:19:00.000,230002,,2022-05-31 15:20:19.328,2022-05-31 15:20:19.327,13,0.8888889,9.01,0.54,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 15:19:59.999,a869c494-1739-082c-68ad-b9817dc224f1,
7848,4,0,12,2022-05-31 11:38:00.000,230002,,2022-05-31 11:39:59.355,2022-05-31 11:39:59.355,12,1.1111112,8.72,0.47,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 11:38:59.999,2a3cbf43-3097-f685-7adf-aebf5d3e3094,
22440,4,0,41,2022-06-02 13:17:00.000,230002,,2022-06-02 13:18:02.183,2022-06-02 13:17:23.184,41,1.3787603,30.94,1.69,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:17:59.999,35f90ce6-47d5-fa50-73ca-ca68a8f64bab,
7373,4,0,14,2022-06-04 04:44:00.000,230002,,2022-06-04 04:44:42.347,2022-06-04 04:44:42.346,14,1.4444444,10.65,0.53,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 04:44:59.999,cda3533f-2ac4-de1d-2ef0-52e01c79465d,
3149,4,0,10,2022-05-31 15:38:00.000,230002,,2022-05-31 15:43:22.449,2022-05-31 15:43:22.448,10,2.6388888,8.31,0.25,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 15:38:59.999,94272c4f-84a8-ec77-de6f-db232f8814f1,
43676,4,0,82,2022-06-02 13:18:00.000,230002,,2022-06-02 13:18:56.645,2022-06-02 13:18:02.207,82,1.4520218,63.419,3.209,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:18:59.999,b618d3ab-cf48-6bc3-f489-c03994809ba3,
8731,4,0,17,2022-06-04 04:45:00.000,230002,,2022-06-04 04:48:39.412,2022-06-04 04:48:39.411,17,1.5277778,13.34,0.64,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 04:45:59.999,632fbf78-7bff-dfdd-59c2-3b872ccb29d6,
23734,4,0,37,2022-05-31 11:39:00.000,230002,,2022-05-31 11:39:59.361,2022-05-31 11:39:59.361,37,1.1944444,28.35,1.48,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 11:39:59.999,344e5745-9b18-f003-12ce-7c950ca135af,
15089,4,0,24,2022-06-02 13:23:00.000,230002,,2022-06-02 13:23:40.241,2022-06-02 13:23:27.383,24,1.1781764,17.778,0.948,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:23:59.999,e26e6b07-9a29-49fb-df76-00fc22e07e9f,
7684,4,0,14,2022-06-04 04:46:00.000,230002,,2022-06-04 04:48:39.423,2022-06-04 04:48:39.423,14,1.3611112,10.46,0.58,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 04:46:59.999,d96f4b3e-e385-82cd-cb20-c39c4e7706ec,
26207,4,0,40,2022-05-31 17:31:00.000,230002,,2022-05-31 17:35:01.235,2022-05-31 17:31:35.342,40,1.1029671,28.906,1.581,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 17:31:59.999,994710c3-b8fd-1335-f839-00c722bf440c,
5115,4,0,11,2022-05-31 11:40:00.000,230002,,2022-05-31 11:40:19.375,2022-05-31 11:40:19.374,11,1.7222222,8.81,0.43,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 11:40:59.999,c34e0dd6-e91f-2530-70fd-f20688591306,
17402,4,0,29,2022-06-04 04:47:00.000,230002,,2022-06-04 04:48:39.431,2022-06-04 04:48:39.430,29,1.2222222,21.27,1.19,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 04:47:59.999,cac58c93-a023-2aa9-3213-d5e06b71d25b,
7971,4,0,11,2022-06-02 13:27:00.000,230002,,2022-06-02 13:27:43.312,2022-06-02 13:27:43.312,11,0.9722222,7.75,0.44,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:27:59.999,f814fcf2-6479-9fe8-1b49-3a7d8e3b8c2d,
12357,4,0,19,2022-05-31 17:32:00.000,230002,,2022-05-31 17:35:01.266,2022-05-31 17:35:01.265,19,1.1111112,13.73,0.76,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 17:32:59.999,29c573c3-23a1-91cf-9e43-67ffae569f05,
4910,4,0,8,2022-06-02 13:41:00.000,,,2022-06-02 13:55:02.162,2022-06-02 13:55:02.162,9,1.3888888,6.82,0.35,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-02 13:42:00.000,9c4ac9a0-7b37-4560-a804-9ae8d69067c2,
17417,4,0,28,2022-06-04 04:49:00.000,230002,,2022-06-04 04:53:36.331,2022-06-04 04:49:24.410,28,1.1666666,20.32,1.13,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 04:49:59.999,6076a761-210d-9f43-8fdd-9348d58f2ff4,
6870,4,0,12,2022-05-31 12:14:00.000,230002,,2022-05-31 12:15:01.341,2022-05-31 12:15:01.340,12,1.3055556,8.97,0.5,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 12:14:59.999,5be4b4dd-5eb2-af9d-c825-8740d282385e,
19850,4,0,40,2022-05-31 18:41:00.000,230002,,2022-05-31 18:41:32.238,2022-05-31 18:41:07.425,40,1.6001396,31.763,1.558,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 18:41:59.999,eb762840-adc5-5af6-7bd8-59dcdadc90d5,
11064,4,0,15,2022-06-02 13:53:00.000,230002,,2022-06-02 13:54:59.115,2022-06-02 13:54:59.114,15,0.9444444,10.45,0.62,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:53:59.999,66b055a9-6824-a7c9-091b-e9bc995c7854,
5209,4,0,12,2022-06-04 04:53:00.000,230002,,2022-06-04 04:53:36.338,2022-06-04 04:53:36.338,12,1.8888888,9.84,0.42,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 04:53:59.999,8207797b-df01-321a-f144-c6e250c6e8a1,
19086,4,6,33,2022-06-02 13:39:00.000,230002,,2022-06-02 13:40:45.357,2022-06-02 13:39:18.033,39,1.6437078,31.372,1.798,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:39:59.999,43e1d8ff-44cb-27a0-924d-3d2ff2973bef,
6444,4,0,10,2022-06-04 04:54:00.000,230002,,2022-06-04 04:55:01.105,2022-06-04 04:55:01.101,10,1.1111112,7.16,0.51,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 04:54:59.999,f89d9c3f-dc5d-45df-c0a6-7554ef5f82eb,
1723,4,0,3,2022-05-31 12:15:00.000,230002,,2022-05-31 12:15:33.395,2022-05-31 12:15:02.062,3,1.3055556,2.25,0.12,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 12:15:59.999,def6e970-8eb1-e4df-66fd-fd9f06b3d0d4,
21430,4,0,29,2022-05-31 20:00:00.000,230002,,2022-05-31 20:15:01.273,2022-05-31 20:15:01.272,29,0.9444444,20.24,1.24,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 20:00:59.999,8bcad832-aff8-a9a8-9580-74d205a0e70f,
18543,4,1,33,2022-06-02 13:40:00.000,230002,,2022-06-02 13:41:09.332,2022-06-02 13:40:47.407,34,1.4436375,26.77,1.551,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:40:59.999,ba18a40f-de38-f42c-4132-53b428253063,
5833,4,0,12,2022-06-04 04:55:00.000,230002,,2022-06-04 04:56:47.418,2022-06-04 04:56:47.418,12,1.6388888,9.56,0.42,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 04:55:59.999,691bc8e4-f97d-4026-52ab-8c5e64e73e6d,
5197,4,0,10,2022-05-31 12:17:00.000,230002,,2022-05-31 12:18:44.418,2022-05-31 12:18:44.418,10,1.5277778,7.94,0.37,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 12:17:59.999,c35ad973-7eed-3f5d-9a76-691afa8b2a19,
16118,4,11,24,2022-06-02 13:41:00.000,230002,,2022-06-02 13:42:14.338,2022-06-02 13:41:09.344,35,1.7538838,28.27,1.7,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:41:59.999,0ab92b50-afe1-5a6a-fdf0-d74584c732ab,
5822,4,0,10,2022-06-04 04:58:00.000,230002,,2022-06-04 05:01:12.475,2022-06-04 05:01:12.474,10,1.2777778,7.44,0.42,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 04:58:59.999,3856db19-472e-cf7f-c184-45a6e4980025,
13352,4,0,22,2022-05-31 20:09:00.000,230002,,2022-05-31 20:15:01.284,2022-05-31 20:15:01.284,22,1.2222222,16.32,0.85,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 20:09:59.999,fcaef1cd-ae10-f2f0-9e9f-f3012e71de23,
8228,4,0,13,2022-06-02 13:42:00.000,230002,,2022-06-02 13:42:22.145,2022-06-02 13:42:22.145,13,1.1666666,9.6,0.52,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 13:42:59.999,617656a8-e80b-449c-6d80-7c3500f89229,
7983,4,0,15,2022-06-04 05:05:00.000,230002,,2022-06-04 05:06:07.291,2022-06-04 05:06:07.291,15,1.4166666,11.31,0.63,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 05:05:59.999,118ffdc8-38ec-6672-ce80-e35372335282,
30220,4,0,49,2022-05-31 12:50:00.000,230002,,2022-05-31 12:51:01.454,2022-05-31 12:50:16.294,49,1.2119459,36.626,1.9,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 12:50:59.999,a93466e5-e322-a242-64b7-14c576e87161,
16797,4,0,26,2022-05-31 20:50:00.000,230002,,2022-05-31 20:55:01.114,2022-05-31 20:55:01.114,26,1.1388888,19.13,0.98,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 20:50:59.999,0946b5bd-dae0-4a7d-4f4b-bfe977dd2e9a,
6990,4,0,14,2022-06-04 05:06:00.000,230002,,2022-06-04 05:07:20.513,2022-06-04 05:07:20.513,14,1.5277778,10.68,0.55,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 05:06:59.999,946458bb-77b8-1fa4-b795-36b5d1c0297c,
26403,4,0,51,2022-05-31 13:04:00.000,230002,,2022-05-31 13:05:09.370,2022-05-31 13:04:42.289,51,1.4867116,39.254,1.93,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 13:04:59.999,5bb96a02-5181-6d60-526a-8c153a560e8a,
7459,4,0,12,2022-06-04 05:08:00.000,230002,,2022-06-04 05:12:54.299,2022-06-04 05:12:54.299,12,1.1944444,8.91,0.48,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 05:08:59.999,43a73136-5203-914c-e525-a7ef7bca4a6c,
15352,4,0,26,2022-05-31 21:00:00.000,230002,,2022-05-31 21:15:01.109,2022-05-31 21:15:01.109,26,1.25,19.19,1.06,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 21:00:59.999,3ddb3887-b18e-e923-e77f-1020cadff38f,
7522,4,0,11,2022-06-04 05:17:00.000,230002,,2022-06-04 05:17:39.301,2022-06-04 05:17:39.300,11,1.0555556,7.94,0.44,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 05:17:59.999,c2a2c584-f4ac-17e1-8653-626857fa0fc3,
0,4,0,1,2022-06-02 14:15:00.000,,,2022-06-02 14:15:01.148,2022-06-02 14:15:01.148,0,0.0,0.0,0.0,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-02 14:16:00.000,05658222-8af9-4939-85d7-bd0d2e4f9aaf,
8561,4,0,20,2022-06-02 07:26:00.000,230002,,2022-06-02 07:34:38.452,2022-06-02 07:34:38.452,20,1.9166666,16.41,0.62,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 07:26:59.999,900b28fb-b0dd-f7e6-e63d-d7a86583742f,
25560,4,0,48,2022-05-31 21:02:00.000,230002,,2022-05-31 21:15:01.134,2022-05-31 21:15:01.133,48,1.4166666,36.21,1.91,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 21:02:59.999,7ec66883-d98c-1a12-cdfb-e2675320890e,
14504,4,0,21,2022-06-04 05:18:00.000,230002,,2022-06-04 05:20:15.307,2022-06-04 05:20:15.307,21,1.0555556,15.31,0.84,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-04 05:18:59.999,bd5f7bfa-6df9-a366-805d-919225485c26,
8067,4,0,17,2022-06-02 14:25:00.000,230002,,2022-06-02 14:27:32.349,2022-06-02 14:27:32.349,17,1.6944444,13.67,0.62,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 14:25:59.999,268c548d-1386-c635-a7f1-168bd10d4379,
664,4,0,1,2022-05-31 21:03:00.000,230002,,2022-05-31 21:15:01.150,2022-05-31 21:15:01.149,1,1.0833334,0.72,0.04,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 21:03:59.999,2bb5a6d9-349e-6131-6dc8-896b891da314,
9518,4,0,15,2022-06-02 07:39:00.000,230002,,2022-06-02 07:44:10.358,2022-06-02 07:44:10.357,15,1.1388888,10.84,0.61,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 07:39:59.999,0fae8bf4-52fa-ec4b-b146-f075391a1afa,
19734,4,0,33,2022-06-02 14:32:00.000,230002,,2022-06-02 14:33:29.729,2022-06-02 14:33:29.729,33,1.2222222,24.12,1.45,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 14:32:59.999,1e8fa0e1-6486-f423-c4b5-fa159048c972,
7570,4,0,10,2022-05-31 17:37:00.000,230002,,2022-05-31 17:44:32.560,2022-05-31 17:44:32.559,10,0.9166667,6.94,0.41,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 17:37:59.999,791bf1ae-bdb4-2605-e601-1bdf930fa1b7,
19682,4,0,32,2022-06-02 14:33:00.000,230002,,2022-06-02 14:33:29.773,2022-06-02 14:33:29.773,32,1.1944444,23.51,1.27,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 14:33:59.999,341dca98-1965-9084-3d73-cdd07e14eafb,
36466,4,0,75,2022-05-31 13:05:00.000,230002,,2022-05-31 13:07:11.970,2022-05-31 13:05:09.402,75,1.598436,58.29,2.92,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-05-31 13:05:59.999,00218df3-51e1-8d96-1c3f-e8dcbd714cfc,
33982,4,0,50,2022-06-02 07:43:00.000,230002,,2022-06-02 07:44:10.375,2022-06-02 07:44:10.373,50,1.0555556,35.87,1.97,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-02 07:43:59.999,8eb91c19-ba9d-bf4b-58a7-a00b543ea06c,
12734,4,0,22,2022-05-31 17:48:00.000,,,2022-05-31 17:55:00.670,2022-05-31 17:55:00.670,22,1.3333334,16.98,0.86,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-05-31 17:49:00.000,08c80880-740a-4ec4-88b6-78b1be2d3d72,
