
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
46329,4,0,75,2022-06-14 08:28:00.000,230002,,2022-06-14 08:30:33.284,2022-06-14 08:28:32.347,75,1.2018577,55.681,2.978,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 08:28:59.999,bab84e0b-9227-ebee-9ff2-0a7d175ff9e3,
20992,4,0,43,2022-06-11 17:36:00.000,230002,,2022-06-11 17:37:44.377,2022-06-11 17:36:44.303,43,1.6396295,34.42,1.64,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 17:36:59.999,324ab189-e544-fdb4-4ef4-ec79768e88bc,
43162,4,0,78,2022-06-14 07:09:00.000,,,2022-06-14 07:09:54.991,2022-06-14 07:09:43.880,78,1.3805964,59.589993,3.0299997,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 07:10:00.000,7d130087-83a4-4ebe-aaa1-4839d5b96faa,
27425,4,0,36,2022-06-14 08:29:00.000,230002,,2022-06-14 08:30:33.293,2022-06-14 08:30:33.293,36,0.9166667,25.14,1.44,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 08:29:59.999,c259ce05-dc01-7d89-ea7d-7f6761a4976b,
20333,4,0,38,2022-06-11 17:43:00.000,,,2022-06-11 17:45:00.968,2022-06-11 17:45:00.968,38,1.4444444,29.37,1.5,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-11 17:44:00.000,c0cecf16-7418-4e39-a8d2-60d53ec56edf,
42138,4,0,75,2022-06-12 16:43:00.000,230002,,2022-06-12 16:43:53.826,2022-06-12 16:43:53.434,75,1.354309,57.069,2.97,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 16:43:59.999,ef10b863-6be1-bc81-c013-7fca24eac61c,
9483,4,0,14,2022-06-14 08:30:00.000,230002,,2022-06-14 08:30:33.300,2022-06-14 08:30:33.299,14,1.0555556,10.01,0.55,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 08:30:59.999,17bce2d3-3fb6-f8af-c961-12ca7ebb2a5c,
19228,4,0,32,2022-06-11 15:11:00.000,230002,,2022-06-11 15:11:56.404,2022-06-11 15:11:56.404,32,1.2777778,24.57,1.2,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 15:11:59.999,32cafcfe-b783-b71c-30f9-22abd3559ced,
23227,4,0,44,2022-06-14 07:10:00.000,,,2022-06-14 07:10:24.517,2022-06-14 07:10:00.450,44,1.4711294,34.17,1.7399995,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 07:11:00.000,631792a3-1011-46b4-aab4-b92cf8de90ef,
42414,4,0,70,2022-06-11 17:44:00.000,,,2022-06-11 17:45:01.074,2022-06-11 17:45:01.074,70,1.2222222,51.84,2.79,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-11 17:45:00.000,f4dc16e9-206d-40a5-8b34-4206b4c7d0d9,
12420,4,0,18,2022-06-14 08:30:00.000,,,2022-06-14 08:33:26.207,2022-06-14 08:33:26.207,18,1.0555556,13.11,0.72,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:31:00.000,011c222f-ce8b-4ff9-8971-134f607fe26a,
53141,4,0,82,2022-06-12 16:44:00.000,230002,,2022-06-12 16:45:06.290,2022-06-12 16:44:04.172,82,1.1323915,60.177,3.309,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 16:44:59.999,65d408dd-e2d6-07c9-25b0-270986447655,
5605,4,0,11,2022-06-11 15:13:00.000,230002,,2022-06-11 15:14:05.259,2022-06-11 15:14:05.259,11,1.5555556,8.72,0.37,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 15:13:59.999,15bb4da8-686f-721e-1ffb-fbe190f093e0,
47537,4,0,80,2022-06-11 17:45:00.000,,,2022-06-11 17:50:00.155,2022-06-11 17:45:01.248,80,1.2703615,60.39,3.1799998,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-11 17:46:00.000,f2020e85-843a-47c6-a5ad-d8f9b5a28e3f,
13155,4,0,18,2022-06-14 08:32:00.000,,,2022-06-14 08:33:26.345,2022-06-14 08:33:26.345,18,0.9722222,12.79,0.73,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:33:00.000,f226a1ea-efd7-4e23-b017-6039a9fca9d5,
41571,4,0,69,2022-06-14 07:04:00.000,230002,,2022-06-14 07:05:48.640,2022-06-14 07:05:48.640,69,1.2222222,50.81,2.81,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 07:04:59.999,c711d6b8-59e2-5384-9b83-302da6eb8558,
44007,4,0,73,2022-06-12 16:45:00.000,230002,,2022-06-12 16:49:01.439,2022-06-12 16:49:01.439,73,1.25,55.01,2.84,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 16:45:59.999,5eef94e8-591d-55a3-5aee-7fbcf5fde021,
9443,4,0,25,2022-06-11 17:37:00.000,230002,,2022-06-11 17:38:34.412,2022-06-11 17:37:55.158,25,2.1866984,20.651,0.871,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 17:37:59.999,e9e1f8e7-f890-2037-0672-a01b4c7f1d7f,
15567,4,0,20,2022-06-14 08:33:00.000,,,2022-06-14 08:35:02.244,2022-06-14 08:33:26.430,20,0.9166667,14.27,0.81,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:34:00.000,e287aff9-c2b2-4f88-b49c-02d2c76bae40,
18751,4,0,32,2022-06-11 16:12:00.000,,,2022-06-11 16:13:26.819,2022-06-11 16:13:26.819,32,1.2777778,23.96,1.26,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-11 16:13:00.000,643b5f28-110f-4e8e-8cb2-95d35db3889c,
13656,4,0,23,2022-06-11 15:11:00.000,,,2022-06-11 15:15:02.153,2022-06-11 15:15:02.153,23,1.25,17.07,0.91,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-11 15:12:00.000,42d4a2c3-1066-474a-a81a-95990c52c76c,
45926,4,0,77,2022-06-14 07:05:00.000,230002,,2022-06-14 07:05:59.496,2022-06-14 07:05:48.649,77,1.2586092,57.804,3.042,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 07:05:59.999,7c4cbf1e-f50b-b19e-8337-06081d549d92,
6773,4,0,11,2022-06-11 17:38:00.000,230002,,2022-06-11 17:41:18.402,2022-06-11 17:41:18.401,11,1.1944444,8.09,0.44,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 17:38:59.999,2d64cb9c-3e6b-91f9-da34-4ee2945fa82c,
57462,4,0,90,2022-06-14 08:34:00.000,,,2022-06-14 08:35:02.335,2022-06-14 08:35:02.335,90,1.1666666,67.04,3.59,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:35:00.000,86e39ebe-a6a5-4a1e-81a3-5e47d586f638,
18906,4,0,33,2022-06-11 16:13:00.000,,,2022-06-11 16:15:02.083,2022-06-11 16:13:26.896,33,1.3228589,25.01,1.31,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-11 16:14:00.000,3dfb0711-c85a-4941-a402-d485d23a34ce,
5715,4,0,9,2022-06-11 15:14:00.000,230002,,2022-06-11 15:15:00.152,2022-06-11 15:15:00.151,9,1.1111112,6.35,0.43,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 15:14:59.999,e2dafc33-67b5-663e-4caf-34516bbbe48c,
20357,4,0,38,2022-06-11 17:39:00.000,230002,,2022-06-11 17:41:18.414,2022-06-11 17:41:18.414,38,1.4166666,28.84,1.44,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 17:39:59.999,ecc35a1a-ba94-a501-5e96-4784144f3cd2,
24976,4,0,42,2022-06-12 16:46:00.000,230002,,2022-06-12 16:49:01.450,2022-06-12 16:49:01.450,42,1.25,31.22,1.64,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 16:46:59.999,16e220d7-ee1d-84cd-ce4b-44358f203019,
12382,4,0,18,2022-06-14 08:36:00.000,,,2022-06-14 08:37:49.256,2022-06-14 08:36:57.679,18,1.0781226,13.35,0.72,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:37:00.000,49cd2f15-edea-4987-9cf7-81040e54c72e,
34137,4,0,64,2022-06-14 07:06:00.000,230002,,2022-06-14 07:06:50.459,2022-06-14 07:06:27.440,64,1.4561889,49.711,2.581,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 07:06:59.999,60c4917b-e994-cad6-7b84-b11d2f841de5,
43418,4,0,80,2022-06-11 16:14:00.000,,,2022-06-11 16:15:02.174,2022-06-11 16:15:02.174,80,1.4166666,61.51,3.17,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-11 16:15:00.000,d850d650-5675-42b5-b2e1-a1381449a5a9,
7846,4,0,12,2022-06-11 17:40:00.000,230002,,2022-06-11 17:41:18.421,2022-06-11 17:41:18.421,12,1.0833334,8.5,0.54,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 17:40:59.999,c4dc52c7-7099-fc50-da66-b988c865752a,
9834,4,0,16,2022-06-14 08:37:00.000,,,2022-06-14 08:37:49.312,2022-06-14 08:37:00.144,16,1.2517796,12.31,0.63,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:38:00.000,529a8aff-f434-4671-a5d8-5b0c848849d3,
37013,4,0,62,2022-06-11 15:15:00.000,230002,,2022-06-11 15:18:21.472,2022-06-11 15:15:38.329,62,1.2308967,45.56,2.44,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 15:15:59.999,1e7b1ec6-57f0-917a-309f-76b1911622b9,
11748,4,0,26,2022-06-11 17:41:00.000,230002,,2022-06-11 17:42:03.346,2022-06-11 17:41:18.426,26,1.7832329,20.951,0.97,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 17:41:59.999,9c56389f-cc80-0812-b1c7-bed9dfe480ff,
13950,4,0,21,2022-06-14 08:38:00.000,,,2022-06-14 08:39:31.891,2022-06-14 08:39:31.891,21,1.1111112,15.5,0.83,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:39:00.000,ad0af7db-dbdb-4b3e-a935-135f586328e4,
56942,4,0,103,2022-06-14 07:07:00.000,230002,,2022-06-14 07:11:05.546,2022-06-14 07:07:08.273,103,1.3784173,78.49,4.119,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 07:07:59.999,c1e8c030-70d3-a423-5306-11bc2c18eaba,
53569,4,0,91,2022-06-12 16:47:00.000,230002,,2022-06-12 16:49:01.459,2022-06-12 16:49:01.459,91,1.2777778,68.45,3.61,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 16:47:59.999,6796caff-b42b-4e49-a583-84eb05020321,
29421,4,0,38,2022-06-14 08:39:00.000,,,2022-06-14 08:39:35.411,2022-06-14 08:39:32.001,38,0.91666645,26.969995,1.5299999,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:40:00.000,b51453d9-f34e-4c91-9b2a-39be92f5f5ef,
48756,4,0,83,2022-06-11 15:16:00.000,230002,,2022-06-11 15:18:21.516,2022-06-11 15:18:21.516,83,1.2777778,62.3,3.31,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 15:16:59.999,11102dda-5b16-8d10-0630-b46ecdd8bbbc,
33679,4,0,65,2022-06-11 16:15:00.000,,,2022-06-11 16:23:00.178,2022-06-11 16:15:43.277,65,1.5026964,50.61001,2.5799994,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-11 16:16:00.000,a1b3dd58-4c85-4c85-af0a-c7d47a1bfbb1,
24777,4,0,42,2022-06-14 07:08:00.000,230002,,2022-06-14 07:11:05.557,2022-06-14 07:11:05.557,42,1.2777778,31.66,1.67,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 07:08:59.999,139baa1c-9f81-cb9f-5240-0fb9c9ba85a6,
17055,4,0,22,2022-06-14 08:32:00.000,230002,,2022-06-14 08:33:05.364,2022-06-14 08:33:05.364,22,0.8888889,15.16,0.9,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 08:32:59.999,9e99ebea-2810-9cc3-841d-536b496ca7fe,
13607,4,4,31,2022-06-11 17:42:00.000,230002,,2022-06-11 17:43:01.426,2022-06-11 17:42:26.313,35,2.1557167,29.333,1.531,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 17:42:59.999,b998d611-c253-ec97-007a-951c37cecd80,
45611,4,0,74,2022-06-11 16:11:00.000,230002,,2022-06-11 16:13:05.333,2022-06-11 16:13:05.333,74,1.1944444,54.48,2.9,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 16:11:59.999,20b22c81-2056-a42e-6006-d01ee19a7e16,
54526,4,0,101,2022-06-14 07:09:00.000,230002,,2022-06-14 07:11:05.562,2022-06-14 07:11:05.562,101,1.4444444,78.76,3.95,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 07:09:59.999,6f6a127a-4aa2-24eb-a218-0a1f257b7cab,
2323,4,0,3,2022-06-14 08:33:00.000,230002,,2022-06-14 08:33:05.372,2022-06-14 08:33:05.372,3,0.9166667,2.13,0.12,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 08:33:59.999,84d6b9e0-bb6f-24a9-ef3e-2d55735819e7,
5407,4,0,10,2022-06-11 17:43:00.000,230002,,2022-06-11 17:45:02.250,2022-06-11 17:45:02.250,10,1.4166666,7.66,0.42,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 17:43:59.999,7a18a9ce-ecc4-853d-c92f-88b827ad6745,
54548,4,0,89,2022-06-11 15:17:00.000,230002,,2022-06-11 15:18:21.528,2022-06-11 15:18:21.528,89,1.2222222,66.67,3.48,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 15:17:59.999,980dc535-b901-6142-69da-431b289a44ef,
52809,4,0,94,2022-06-12 16:48:00.000,230002,,2022-06-12 16:49:01.465,2022-06-12 16:49:01.465,94,1.3611112,71.88,3.76,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 16:48:59.999,c899fd3b-e2d3-71aa-ccca-d75422b8249f,
55116,4,0,84,2022-06-14 08:34:00.000,230002,,2022-06-14 08:35:01.107,2022-06-14 08:35:01.107,84,1.1111112,61.24,3.35,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 08:34:59.999,6c451265-79b4-05b5-decb-2059ab779883,
42057,4,0,80,2022-06-14 07:10:00.000,230002,,2022-06-14 07:11:05.568,2022-06-14 07:11:05.568,80,1.4444444,60.75,3.17,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 07:10:59.999,c2811b2c-821a-969d-ae4f-bbeca9c03723,
22444,4,0,40,2022-06-11 16:12:00.000,230002,,2022-06-11 16:13:05.354,2022-06-11 16:13:05.354,40,1.3611112,30.55,1.57,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 16:12:59.999,46938f48-63a4-5ea7-6139-c5eed316fa59,
2366,4,0,4,2022-06-14 08:35:00.000,230002,,2022-06-14 08:35:02.893,2022-06-14 08:35:02.893,4,1.3055556,3.09,0.15,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 08:35:59.999,b98789ce-9a04-e951-2592-0419dbc095a4,
25942,4,0,45,2022-06-11 17:44:00.000,230002,,2022-06-11 17:45:02.277,2022-06-11 17:45:02.277,45,1.3055556,33.87,1.78,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 17:44:59.999,be125ebb-0877-5005-5bc2-e5fe169f427c,
44868,4,0,90,2022-06-14 07:11:00.000,230002,,2022-06-14 07:12:11.401,2022-06-14 07:11:05.574,90,1.5888968,71.292,3.451,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 07:11:59.999,8f167439-869f-57e5-1eb8-6f8b2e9e0c0c,
10062,4,0,16,2022-06-14 08:36:00.000,230002,,2022-06-14 08:41:23.414,2022-06-14 08:41:23.413,16,1.1666666,11.74,0.61,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 08:36:59.999,b8af5b6d-95e7-81e2-d6c2-3c2f9e5db85a,
33313,4,0,53,2022-06-11 16:13:00.000,230002,,2022-06-11 16:14:11.465,2022-06-11 16:13:05.362,53,1.1460932,38.18,2.13,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 16:13:59.999,98fb59a6-4d7b-8eb2-cc5b-548865a80a5b,
15021,4,0,23,2022-06-11 15:18:00.000,230002,,2022-06-11 15:18:21.566,2022-06-11 15:18:21.566,23,1.1111112,16.69,0.98,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 15:18:59.999,8afd1f4f-070d-bce8-092a-a99a7a6b4c32,
25403,4,0,38,2022-06-12 16:49:00.000,230002,,2022-06-12 16:51:44.376,2022-06-12 16:51:44.376,38,1.0833334,27.52,1.54,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 16:49:59.999,e6019bb7-d351-31ff-8fb4-8f5c1c44293d,
5228,4,0,8,2022-06-14 08:37:00.000,230002,,2022-06-14 08:41:23.420,2022-06-14 08:41:23.420,8,1.1111112,5.81,0.28,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 08:37:59.999,67340459-1284-9fdb-df17-e9d3039f7010,
10051,4,0,18,2022-06-12 16:50:00.000,230002,,2022-06-12 16:51:44.397,2022-06-12 16:51:44.397,18,1.3888888,13.96,0.74,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 16:50:59.999,9aa43de6-fe3d-8d57-ec3e-d83971795b3b,
8848,4,0,16,2022-06-14 08:38:00.000,230002,,2022-06-14 08:41:23.438,2022-06-14 08:41:23.438,16,1.3888888,12.29,0.56,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 08:38:59.999,2f78eca1-7bc9-bb84-c8c9-acfb896df8f9,
6806,4,0,13,2022-06-11 15:20:00.000,230002,,2022-06-11 15:20:26.268,2022-06-11 15:20:26.268,13,1.5,10.21,0.48,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 15:20:59.999,f2d25ce9-ecd0-64b1-6b28-453d5b73ee52,
40339,4,0,66,2022-06-11 17:45:00.000,230002,,2022-06-11 17:46:16.300,2022-06-11 17:45:02.282,66,1.2178773,49.128,2.6,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 17:45:59.999,3e94f336-d626-455d-2528-0df8d59507cb,
25252,4,0,45,2022-06-14 08:39:00.000,230002,,2022-06-14 08:41:23.444,2022-06-14 08:41:23.444,45,1.3333334,33.67,1.86,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-14 08:39:59.999,50824231-1ca8-9627-a426-5e85bb62f0c6,
23670,4,0,38,2022-06-14 08:41:00.000,,,2022-06-14 08:41:56.640,2022-06-14 08:41:51.077,38,1.216302,28.789999,1.51,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:42:00.000,ff2ef6b4-efce-4598-a26a-1159985b83b2,
5539,4,0,9,2022-06-13 16:32:00.000,,,2022-06-13 16:33:25.354,2022-06-13 16:33:25.354,9,1.2222222,6.77,0.35,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-13 16:33:00.000,de71bc6a-0d62-473b-b1dd-b9f66f05a19e,
37497,4,0,67,2022-06-14 07:11:00.000,,,2022-06-14 07:12:06.889,2022-06-14 07:12:06.889,67,1.3888888,52.08,2.64,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 07:12:00.000,388d3adc-85fd-4cb5-a8e1-64d74740c0e7,
8273,4,0,14,2022-06-14 08:42:00.000,,,2022-06-14 08:42:51.286,2022-06-14 08:42:49.241,14,1.3210387,10.93,0.54,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:43:00.000,488591c5-5a54-4ac4-b69b-1f8242299c28,
36245,4,0,76,2022-06-11 16:14:00.000,230002,,2022-06-11 16:14:59.305,2022-06-11 16:14:11.473,76,1.6535674,59.934,2.95,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 16:14:59.999,3eec5649-a03c-3e8c-4c08-f1e7d8bc0774,
23234,4,0,37,2022-06-12 16:54:00.000,,,2022-06-12 16:54:47.872,2022-06-12 16:54:13.680,37,1.1663802,27.1,1.4799999,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-12 16:55:00.000,db68cc7b-99cd-48ac-b0c5-b790e82ddf41,
13885,4,0,25,2022-06-13 16:38:00.000,230002,,2022-06-13 16:40:45.546,2022-06-13 16:40:45.546,25,1.3611112,18.9,1.02,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-13 16:38:59.999,17abdf16-c422-f41d-9a7e-a932934590c0,
8167,4,0,13,2022-06-14 08:43:00.000,,,2022-06-14 08:43:59.375,2022-06-14 08:43:54.929,13,1.1728845,9.579999,0.52,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:44:00.000,7676e85a-8c7c-4c91-a63a-e03ebd1b56be,
28588,4,0,53,2022-06-14 07:12:00.000,,,2022-06-14 07:15:02.140,2022-06-14 07:15:02.140,53,1.4166666,40.5,2.09,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 07:13:00.000,9e2d0fce-e221-4f4b-a6aa-2c8bbd679ef5,
24437,4,0,39,2022-06-12 16:54:00.000,230002,,2022-06-12 16:55:00.121,2022-06-12 16:55:00.121,39,1.1666666,28.51,1.58,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 16:54:59.999,eccf85a3-d4d3-3d10-66a7-3f71658da8b1,
38939,4,0,68,2022-06-11 15:15:00.000,,,2022-06-11 15:21:27.267,2022-06-11 15:21:27.267,68,1.3333334,51.92,2.68,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-11 15:16:00.000,068c2e37-d5a4-4b12-933d-1f91865433e7,
27047,4,0,49,2022-06-14 08:44:00.000,,,2022-06-14 08:44:59.906,2022-06-14 08:44:00.139,49,1.4163717,38.310005,1.9399997,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:45:00.000,7230e27d-3238-43e0-a13e-b90223ee6f14,
42232,4,0,80,2022-06-11 16:15:00.000,230002,,2022-06-11 16:18:32.291,2022-06-11 16:18:32.291,80,1.4166666,59.83,3.25,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 16:15:59.999,2ac0d7a4-da34-906e-c43d-5c9cfd2a82a6,
9499,4,0,17,2022-06-13 16:39:00.000,230002,,2022-06-13 16:40:45.557,2022-06-13 16:40:45.557,17,1.3611112,12.93,0.68,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-13 16:39:59.999,af472db0-d6a6-d045-b694-1f5fb259f9b1,
43622,4,0,75,2022-06-12 16:58:00.000,230002,,2022-06-12 16:59:23.300,2022-06-12 16:59:23.300,75,1.2777778,55.74,3.0,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 16:58:59.999,c4507297-3e6c-389f-c446-c804c01c395e,
40604,4,0,77,2022-06-14 08:45:00.000,,,2022-06-14 08:45:47.488,2022-06-14 08:45:00.633,77,1.4732233,59.819992,3.0699985,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:46:00.000,6857db41-0f76-4829-9af3-51fa4da31b0e,
48654,4,0,80,2022-06-12 16:59:00.000,230002,,2022-06-12 17:02:19.791,2022-06-12 16:59:23.317,80,1.209931,58.869,3.289,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 16:59:59.999,ac93e7cf-6b59-fcd7-6777-abd44940c286,
41519,4,0,71,2022-06-14 08:46:00.000,,,2022-06-14 08:46:53.262,2022-06-14 08:46:04.688,71,1.3087714,54.340008,2.5799997,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:47:00.000,83a55e66-837d-4f47-ab5c-9786aa9f9976,
41415,4,0,71,2022-06-11 16:16:00.000,230002,,2022-06-11 16:18:32.300,2022-06-11 16:18:32.300,71,1.2777778,52.92,2.74,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 16:16:59.999,1612bda7-5a56-ceef-7e49-437d1b735052,
52177,4,0,90,2022-06-11 15:16:00.000,,,2022-06-11 15:21:27.376,2022-06-11 15:21:27.376,90,1.3055556,68.12,3.58,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-11 15:17:00.000,8d0c5edc-80cc-407d-b48f-d8c8ca0a809d,
13776,4,0,26,2022-06-13 16:38:00.000,,,2022-06-13 16:46:00.251,2022-06-13 16:46:00.251,26,1.4444444,19.9,1.02,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-13 16:39:00.000,dcf3e63e-62e4-40e5-af3a-f5ceedf8b42c,
44053,4,0,60,2022-06-12 17:00:00.000,230002,,2022-06-12 17:02:19.815,2022-06-12 17:02:19.815,60,0.9722222,42.83,2.37,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 17:00:59.999,a0848c4e-9fe0-4a4b-2763-89f9a52bb0ee,
44579,4,0,78,2022-06-14 07:13:00.000,,,2022-06-14 07:15:02.181,2022-06-14 07:15:02.181,78,1.3333334,59.44,3.09,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 07:14:00.000,a8f67f38-bbd7-43e2-8015-44971037b199,
33601,4,0,54,2022-06-14 08:47:00.000,,,2022-06-14 08:47:48.292,2022-06-14 08:47:11.765,61,1.3746281,46.190006,2.1999993,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:48:00.000,a092b0cb-b176-4840-a3b9-f3f099642ff9,
34422,4,0,60,2022-06-11 16:17:00.000,230002,,2022-06-11 16:18:32.322,2022-06-11 16:18:32.322,60,1.3055556,44.94,2.41,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-11 16:17:59.999,96b47caa-d2ee-3cf4-e8df-36ef4d60fc9c,
39372,4,0,67,2022-06-14 08:48:00.000,,,2022-06-14 08:48:49.509,2022-06-14 08:48:04.449,67,1.2810813,50.439995,2.519999,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-14 08:49:00.000,743f23aa-ae1e-4006-ae40-4bff93e5dd41,
41696,4,0,64,2022-06-12 17:01:00.000,230002,,2022-06-12 17:02:19.837,2022-06-12 17:02:19.837,64,1.1111112,46.33,2.56,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-12 17:01:59.999,06dbe018-4e8f-6ec0-38e4-8aaf38661d6d,
