
duration,planned_end_time,start_time,custom,completion_status,update_time,create_time,distance,schedule_count,time_offset,deviceuuid,pkg_name,end_time,datauuid,info_id,is_visible,silinean
,2021-04-28 03:00:00.000,2021-04-26 03:00:00.000,,0,2021-05-03 19:54:47.810,2021-04-26 02:40:26.155,,3,UTC+0100,zub8fSqg+I,com.sec.android.app.shealth,2021-04-28 03:00:00.000,33f37cba-8ccb-4435-b1d1-fbcb224cbfe6,program.prod203program_143,1,
