CUS ID,Order Number,Order Status,Order Date,City (Billing),Postcode (Billing),Country Code (Billing),Payment Method Title,Cart Discount Amount,Order Subtotal Amount,Shipping Method Title,Order Shipping Amount,Order Refund Amount,Order Total Amount,Order Total Tax Amount,Item #,Item Name,Quantity,Item Cost,Coupon Code,Discount Amount,Discount Amount Tax,website
1764,1518,Abgeschlossen,2017-07-21 14:34:00,Essen,45143,DE,PayPal,0.0,11.68,bis 1kg,3.6916,0.0,16.45,1.08,1,Colmeneros de Granada Kastanien-BlUten-Honig 400 gr,1,11.68,,,,pergamo
1899,1683,Abgeschlossen,2017-09-05 12:05:31,Koln,50668,DE,PayPal,0.0,20.56,bis 1kg,3.6916,0.0,25.95,1.7,1,"Kaltgepresstes Extra natives Olivenol Royal Cazorla 2,5 L Säure&lt;0,4%",1,20.56,,,,pergamo
2462,1688,Abgeschlossen,2017-09-10 12:53:04,Oldenburg,26129,DE,PayPal,0.0,25.77,bis 1kg,3.6916,0.0,31.53,2.06,1,Bio Honig Lavandel 450 gr,1,8.4,,,,pergamo
2462,1688,Abgeschlossen,2017-09-10 12:53:04,Oldenburg,26129,DE,PayPal,0.0,25.77,bis 1kg,3.6916,0.0,31.53,2.06,2,Bio Honig OrangenblUten 450 gr,1,8.4,,,,pergamo
2462,1688,Abgeschlossen,2017-09-10 12:53:04,Oldenburg,26129,DE,PayPal,0.0,25.77,bis 1kg,3.6916,0.0,31.53,2.06,3,Bio Honig Zitrone 450 gr,1,8.97,,,,pergamo
2536,1696,Abgeschlossen,2017-09-20 23:28:58,BUren,33142,DE,PayPal,0.0,98.49,bis 1kg,3.6916,0.0,109.32,7.15,1,"Rincon De La Subbetica, okologisch, 500 ml",1,16.82,,,,pergamo
2536,1696,Abgeschlossen,2017-09-20 23:28:58,BUren,33142,DE,PayPal,0.0,98.49,bis 1kg,3.6916,0.0,109.32,7.15,2,"Kaltgepresstes Extra natives Olivenol Royal Premium Cazorla 500 ml Säure&lt;0,4%",1,11.22,,,,pergamo
2536,1696,Abgeschlossen,2017-09-20 23:28:58,BUren,33142,DE,PayPal,0.0,98.49,bis 1kg,3.6916,0.0,109.32,7.15,3,Natives Olivenol Extra Alma Oliva Arbequino 500ml,1,12.61,,,,pergamo
2536,1696,Abgeschlossen,2017-09-20 23:28:58,BUren,33142,DE,PayPal,0.0,98.49,bis 1kg,3.6916,0.0,109.32,7.15,4,"Parqueoliva Goldserie. Olivenol, 500ml",1,14.02,,,,pergamo
2536,1696,Abgeschlossen,2017-09-20 23:28:58,BUren,33142,DE,PayPal,0.0,98.49,bis 1kg,3.6916,0.0,109.32,7.15,5,Schwarze Oliven Gold 1500 g,1,8.88,,,,pergamo
2536,1696,Abgeschlossen,2017-09-20 23:28:58,BUren,33142,DE,PayPal,0.0,98.49,bis 1kg,3.6916,0.0,109.32,7.15,6,GrUne Oliven 2260 g,1,9.25,,,,pergamo
2536,1696,Abgeschlossen,2017-09-20 23:28:58,BUren,33142,DE,PayPal,0.0,98.49,bis 1kg,3.6916,0.0,109.32,7.15,7,Bio Essig VB VinagreP.X. Robles 250 ml,1,4.2,,,,pergamo
2536,1696,Abgeschlossen,2017-09-20 23:28:58,BUren,33142,DE,PayPal,0.0,98.49,bis 1kg,3.6916,0.0,109.32,7.15,8,BIO SchwarzkUmmelol 250 ml,1,21.49,,,,pergamo
2563,1704,Storniert/Abgebrochen,2017-09-27 21:31:26,Thale,06502,DE,PayPal,0.0,120.54,kostenloser Versand!,0.0,0.0,128.98,8.44,1,"Kaltgepresstes Extra natives Olivenol Parqueoliva 3 Liter Säure 0,18",2,27.57,,,,pergamo
2563,1704,Storniert/Abgebrochen,2017-09-27 21:31:26,Thale,06502,DE,PayPal,0.0,120.54,kostenloser Versand!,0.0,0.0,128.98,8.44,2,"Bio Kaltgepresstes Extra natives Olivenol Alma Oliva 3 Liter Säure 0,18",2,32.7,,,,pergamo
1512,1706,Abgeschlossen,2017-09-28 15:26:17,Salzgitter,38228,DE,PayPal,0.0,44.86,bis 1kg,3.6916,0.0,51.95,3.4,1,"Kaltgepresstes Extra natives Olivenol German BAENA 5 Liter Säure 0,3-0,5",1,44.86,,,,pergamo
2119,1716,Abgeschlossen,2017-10-03 19:20:29,DUsseldorf,40591,DE,PayPal,0.0,67.22,kostenloser Versand!,0.0,0.0,71.92,4.71,1,Naturlicher Kastanien-Honig 400 gr,8,8.4,,,,pergamo
1105,1725,Abgeschlossen,2017-10-07 11:23:53,Siegen,57080,DE,PayPal,0.0,39.03,bis 1kg,3.6916,0.0,45.71,2.99,1,Schwarze Oliven Gold 800g,2,5.52,,,,pergamo
1105,1725,Abgeschlossen,2017-10-07 11:23:53,Siegen,57080,DE,PayPal,0.0,39.03,bis 1kg,3.6916,0.0,45.71,2.99,2,Naturlicher WaltbUlUtenhonig 400 gr,4,7.0,,,,pergamo
1144,1735,Abgeschlossen,2017-10-21 23:48:39,NECKARSULM,74172,DE,PayPal,0.0,70.0,kostenloser Versand!,0.0,0.0,74.9,4.9,1,"Kaltgepresstes Extra natives Olivenol 750 ml Säure&lt;0,4%",10,7.0,,,,pergamo
2251,1736,Abgeschlossen,2017-10-25 18:09:18,Eschweiler,52249,DE,PayPal,0.0,31.78,bis 1kg,3.6916,0.0,37.95,2.48,1,Kaltgepresstes Extra natives Olivenol Alma Oliva Gran Seleccion 2 Liter Gran Seleccion,2,15.89,,,,pergamo
1910,1737,Abgeschlossen,2017-10-28 21:57:01,Rheinzabern,76764,DE,PayPal,0.0,33.64,bis 1kg,3.6916,0.0,39.95,2.61,1,"Kaltgepresstes Extra natives Olivenol Royal Premium Cazorla 500 ml Säure&lt;0,4%",3,11.21,,,,pergamo
1137,1741,Abgeschlossen,2017-11-10 11:29:56,Grafenwohr,92655,DE,PayPal,0.0,7.94,bis 1kg,3.6916,0.0,12.45,0.81,1,Natives Olivenol Extra 10 Stuck 14 ml Geschenkpaket,1,7.94,,,,pergamo
2261,1743,Abgeschlossen,2017-11-10 14:11:09,Steinhagen,18442,DE,PayPal,0.0,27.57,bis 1kg,3.6916,0.0,33.45,2.19,1,"Kaltgepresstes Extra natives Olivenol Parqueoliva 3 Liter Säure 0,18",1,27.57,,,,pergamo
1105,1776,Abgeschlossen,2017-11-21 22:38:45,Siegen,57080,DE,PayPal,0.0,18.58,bis 1kg,3.6916,0.0,23.83,1.56,1,Naturlicher WaltbUlUtenhonig 400 gr,2,7.0,,,,pergamo
1105,1776,Abgeschlossen,2017-11-21 22:38:45,Siegen,57080,DE,PayPal,0.0,18.58,bis 1kg,3.6916,0.0,23.83,1.56,2,Schwarze Oliven 700 g,1,4.58,,,,pergamo
1030,1778,Storniert/Abgebrochen,2017-11-25 02:32:40,Werdohl,58791,DE,SOFORT Uberweisung,0.0,30.83,Weight Based Shipping,5.514,0.0,38.89,2.54,1,"ANGEBOT Kaltgepresstes Extra natives Mild Olivenol Royal Cazorla 4x1L =4L Säure &lt; 0,4 %",1,30.83,,,,pergamo
1030,1779,Storniert/Abgebrochen,2017-11-25 02:44:08,Werdohl,58792,DE,SOFORT Uberweisung,0.0,30.83,Weight Based Shipping,5.514,0.0,38.89,2.54,1,"ANGEBOT Kaltgepresstes Extra natives Mild Olivenol Royal Cazorla 4x1L =4L Säure &lt; 0,4 %",1,30.83,,,,pergamo
2323,1780,Abgeschlossen,2017-11-26 16:33:25,Langenberg,33449,DE,PayPal,0.0,32.71,bis 1kg,3.6916,0.0,38.95,2.55,1,Kaltgepressttes Extra natives Arbequina Olivenol Basilippo SELECCION 3 Liter,1,32.71,,,,pergamo
2090,1781,Abgeschlossen,2017-12-04 12:07:47,MUnchen,81245,DE,PayPal,0.0,53.25,bis 3kg,4.5794,0.0,61.89,4.05,1,Bio Honig Lavandel 450 gr,1,8.4,,,,pergamo
2090,1781,Abgeschlossen,2017-12-04 12:07:47,MUnchen,81245,DE,PayPal,0.0,53.25,bis 3kg,4.5794,0.0,61.89,4.05,2,Bio Honig Eukolyptus 450 gr,1,8.97,,,,pergamo
2090,1781,Abgeschlossen,2017-12-04 12:07:47,MUnchen,81245,DE,PayPal,0.0,53.25,bis 3kg,4.5794,0.0,61.89,4.05,3,Bio Honig Rosmarin 450 gr,1,8.97,,,,pergamo
2090,1781,Abgeschlossen,2017-12-04 12:07:47,MUnchen,81245,DE,PayPal,0.0,53.25,bis 3kg,4.5794,0.0,61.89,4.05,4,Bio Honig Thymian 450 gr,1,8.97,,,,pergamo
2090,1781,Abgeschlossen,2017-12-04 12:07:47,MUnchen,81245,DE,PayPal,0.0,53.25,bis 3kg,4.5794,0.0,61.89,4.05,5,Bio Honig WildblUtenhonig 450 gr,1,8.97,,,,pergamo
2090,1781,Abgeschlossen,2017-12-04 12:07:47,MUnchen,81245,DE,PayPal,0.0,53.25,bis 3kg,4.5794,0.0,61.89,4.05,6,Bio Honig Zitrone 450 gr,1,8.97,,,,pergamo
1431,1782,Abgeschlossen,2017-12-07 00:30:13,Hanau,63452,DE,PayPal,0.0,18.68,bis 3kg,4.5794,0.0,24.89,1.63,1,"Kaltgepresstes Extra natives Olivenol Royal Cazorla 2,5 L Säure&lt;0,4%",1,18.68,,,,pergamo
2503,1783,Abgeschlossen,2017-12-09 21:48:53,Garching,85748,DE,PayPal,0.0,37.37,bis 3kg,4.5794,0.0,44.88,2.94,1,"Kaltgepresstes Extra natives Olivenol Royal 500 ml Säure&lt;0,4%",2,5.6,,,,pergamo
2503,1783,Abgeschlossen,2017-12-09 21:48:53,Garching,85748,DE,PayPal,0.0,37.37,bis 3kg,4.5794,0.0,44.88,2.94,2,"Kaltgepresstes Extra natives Olivenol Parqueoliva 500 ml Säure 0,18",2,6.08,,,,pergamo
2503,1783,Abgeschlossen,2017-12-09 21:48:53,Garching,85748,DE,PayPal,0.0,37.37,bis 3kg,4.5794,0.0,44.88,2.94,3,"Bio Kaltgepresstes Extra natives Olivenol AlmaOliva 500 ml Säure 0,18",2,7.01,,,,pergamo
2114,1784,Abgeschlossen,2017-12-15 15:50:30,DUsseldorf,40591,DE,PayPal,0.0,92.42,kostenloser Versand!,0.0,0.0,98.89,6.47,1,Naturlicher Kastanien-Honig 400 gr,10,8.4,,,,pergamo
2114,1784,Abgeschlossen,2017-12-15 15:50:30,DUsseldorf,40591,DE,PayPal,0.0,92.42,kostenloser Versand!,0.0,0.0,98.89,6.47,2,"Kaltgepresstes Extra natives Olivenol Royal Cazorla 1 L Säure&lt;0,4%",1,8.4,,,,pergamo
2008,1788,Abgeschlossen,2017-12-25 13:41:20,Krefeld,47807,DE,PayPal,0.0,44.39,Weight Based Shipping,5.514,0.0,53.4,3.49,1,"Kaltgepresstes Extra natives Olivenol 750 ml Säure&lt;0,4%",5,8.88,,,,pergamo
1094,1789,Abgeschlossen,2017-12-26 14:27:41,Hessisch Lichtenau,37235,DE,PayPal,0.0,18.68,bis 3kg,4.5794,0.0,24.89,1.63,1,"Kaltgepresstes Extra natives Olivenol Royal Cazorla 2,5 L Säure&lt;0,4%",1,18.68,,,,pergamo
1666,1790,Abgeschlossen,2017-12-27 15:29:25,Grevenbroich,41515,DE,PayPal,0.0,26.15,bis 3kg,4.5794,0.0,32.88,2.15,1,"Parqueoliva Goldserie. Olivenol, 500ml",2,13.08,,,,pergamo
1887,1791,Abgeschlossen,2017-12-28 10:47:34,Weidenthal,67475,DE,PayPal,0.0,69.5,kostenloser Versand!,0.0,0.0,74.36,4.86,1,Bio Honig OrangenblUten 450 gr,4,8.4,,,,pergamo
1887,1791,Abgeschlossen,2017-12-28 10:47:34,Weidenthal,67475,DE,PayPal,0.0,69.5,kostenloser Versand!,0.0,0.0,74.36,4.86,2,Bio Honig Zitrone 450 gr,4,8.97,,,,pergamo
1105,1792,Abgeschlossen,2018-01-02 12:43:45,Siegen,57080,DE,PayPal,0.0,11.58,bis 1kg,3.6916,0.0,16.34,1.07,1,Schwarze Oliven 700 g,1,4.58,,,,pergamo
1105,1792,Abgeschlossen,2018-01-02 12:43:45,Siegen,57080,DE,PayPal,0.0,11.58,bis 1kg,3.6916,0.0,16.34,1.07,2,Naturlicher WaltbUlUtenhonig 400 gr,1,7.0,,,,pergamo
1121,1793,Abgeschlossen,2018-01-05 10:47:48,Trier,54294,DE,PayPal,0.0,28.03,bis 10kg,6.1682,0.0,36.59,2.39,1,Kaltgepresstes Extra natives Olivenol Alma Oliva 5 Liter,1,28.03,,,,pergamo
1805,1794,Abgeschlossen,2018-01-07 20:38:25,Buxtehude,21614,DE,PayPal,0.0,15.89,bis 1kg,3.6916,0.0,20.95,1.37,1,Kaltgepresstes Extra natives Olivenol Orangen Aromas Basilippo 250 ml,2,7.95,,,,pergamo
1805,1795,Abgeschlossen,2018-01-10 13:30:44,Buxtehude,21614,DE,PayPal,0.0,15.89,bis 1kg,3.6916,0.0,20.95,1.37,1,Kaltgepresstes Extra natives Olivenol Vanilla Aromas Basilippo 250 ml,2,7.95,,,,pergamo
2540,1799,Abgeschlossen,2018-02-01 22:56:10,Schwaig,90571,DE,PayPal,0.0,27.57,bis 1kg,3.69,0.0,33.45,2.19,1,"Kaltgepresstes Extra natives Olivenol Parqueoliva 3 Liter Säure 0,18",1,27.57,,,,pergamo
1944,1800,Abgeschlossen,2018-02-03 19:55:37,Aschau,83229,DE,PayPal,0.0,17.94,bis 1kg,3.69,0.0,23.15,1.52,1,Bio Honig Kastanien 450 gr,2,8.97,,,,pergamo
2617,1801,Storniert/Abgebrochen,2018-02-05 19:53:35,Gelsenkirchen,45896,DE,SOFORT Uberweisung,0.0,76.76,kostenloser Versand!,0.0,0.0,82.14,5.37,1,"Kaltgepresstes Extra natives Olivenol Royal Cazorla 5 L Säure&lt;0,4%",1,37.37,,,,pergamo
2617,1801,Storniert/Abgebrochen,2018-02-05 19:53:35,Gelsenkirchen,45896,DE,SOFORT Uberweisung,0.0,76.76,kostenloser Versand!,0.0,0.0,82.14,5.37,2,Schwarze Oliven 700 g,1,4.58,,,,pergamo
2617,1801,Storniert/Abgebrochen,2018-02-05 19:53:35,Gelsenkirchen,45896,DE,SOFORT Uberweisung,0.0,76.76,kostenloser Versand!,0.0,0.0,82.14,5.37,3,Naturlicher Kastanien-Honig 400 gr,2,8.4,,,,pergamo
2617,1801,Storniert/Abgebrochen,2018-02-05 19:53:35,Gelsenkirchen,45896,DE,SOFORT Uberweisung,0.0,76.76,kostenloser Versand!,0.0,0.0,82.14,5.37,4,ROSENBLATT-SEIFE,2,2.81,,,,pergamo
2617,1801,Storniert/Abgebrochen,2018-02-05 19:53:35,Gelsenkirchen,45896,DE,SOFORT Uberweisung,0.0,76.76,kostenloser Versand!,0.0,0.0,82.14,5.37,5,"Bio-Mandeln blanchiert, gerostet und gesalzen",1,4.58,,,,pergamo
2617,1801,Storniert/Abgebrochen,2018-02-05 19:53:35,Gelsenkirchen,45896,DE,SOFORT Uberweisung,0.0,76.76,kostenloser Versand!,0.0,0.0,82.14,5.37,6,Kartoffelchips San Nicasio 150g,3,2.61,,,,pergamo
1501,1810,Abgeschlossen,2018-02-14 17:33:41,Koln,51061,DE,PayPal,0.0,6.53,bis 1kg,3.69,0.0,10.94,0.72,1,"Bio Kaltgepresstes Extra natives Olivenol Alma Oliva 500 ml Säure 0,18",1,6.53,,,,pergamo
1207,1811,Abgeschlossen,2018-02-14 22:14:45,Salzatal,06198,DE,PayPal,0.0,12.6,bis 1kg,3.69,0.0,17.44,1.14,1,"Kaltgepresstes Extra natives Olivenol Duque De Baena 500 ml Säure 0,3-0,5",1,6.53,,,,pergamo
1207,1811,Abgeschlossen,2018-02-14 22:14:45,Salzatal,06198,DE,PayPal,0.0,12.6,bis 1kg,3.69,0.0,17.44,1.14,2,"Kaltgepresstes Extra natives Olivenol Parqueoliva 500 ml Säure 0,18",1,6.07,,,,pergamo
1459,1812,Abgeschlossen,2018-02-19 11:23:14,Bielefeld,33617,DE,PayPal,0.0,28.01,bis 1kg,3.69,0.0,33.92,2.22,1,Bio Honig Lavandel 450 gr,3,9.34,,,,pergamo
1469,1814,Abgeschlossen,2018-02-21 15:42:55,HambrUcken,76707,DE,PayPal,0.0,42.01,Weight Based Shipping,5.51,0.0,50.85,3.33,1,Naturlicher Rosmarin Honig 400 gr,1,8.4,,,,pergamo
1469,1814,Abgeschlossen,2018-02-21 15:42:55,HambrUcken,76707,DE,PayPal,0.0,42.01,Weight Based Shipping,5.51,0.0,50.85,3.33,2,"Kaltgepresstes Extra natives Olivenol Royal Cazorla 1 L Säure&lt;0,4%",4,8.4,,,,pergamo
2409,1815,Abgeschlossen,2018-02-24 13:43:15,Reinsdorf,08141,DE,PayPal,0.0,13.07,bis 1kg,3.69,0.0,17.93,1.17,1,"Bio Kaltgepresstes Extra natives Olivenol Alma Oliva 500 ml Säure 0,18",2,6.54,,,,pergamo
2439,1817,Abgeschlossen,2018-03-03 12:50:42,Troisdorf,53840,DE,PayPal,0.0,37.0,bis 1kg,3.69,0.0,43.54,2.85,1,Bio Honig Kastanien 450 gr,4,8.97,,,,pergamo
2439,1817,Abgeschlossen,2018-03-03 12:50:42,Troisdorf,53840,DE,PayPal,0.0,37.0,bis 1kg,3.69,0.0,43.54,2.85,2,Kartoffelchips San Nicasio 40g,1,1.11,,,,pergamo
2487,1818,Abgeschlossen,2018-03-04 14:51:49,Hamburg,22083,DE,PayPal,0.0,17.94,bis 1kg,3.69,0.0,23.15,1.52,1,Bio Honig Heide 450 gr,1,8.97,,,,pergamo
2487,1818,Abgeschlossen,2018-03-04 14:51:49,Hamburg,22083,DE,PayPal,0.0,17.94,bis 1kg,3.69,0.0,23.15,1.52,2,Bio Honig Mountain 450 gr,1,8.97,,,,pergamo
2348,1826,Abgeschlossen,2018-03-05 21:53:29,Bad Wildbad,75323,DE,PayPal,0.0,18.68,bis 3kg,4.58,0.0,24.89,1.63,1,"Kaltgepresstes Extra natives Olivenol Royal Cazorla 2,5 L Säure&lt;0,4%",1,18.68,,,,pergamo
2313,1835,Storniert/Abgebrochen,2018-03-15 15:00:56,Xanten,46509,DE,PayPal,0.0,26.16,bis 1kg,3.69,0.0,31.95,2.09,1,"Kaltgepresstes Extra natives Olivenol Parqueoliva 500 ml Säure 0,18",1,6.07,,,,pergamo
2313,1835,Storniert/Abgebrochen,2018-03-15 15:00:56,Xanten,46509,DE,PayPal,0.0,26.16,bis 1kg,3.69,0.0,31.95,2.09,2,Kaltgepresstes Extra natives Olivenol Orangen Aromas Basilippo 250 ml,1,7.94,,,,pergamo
2313,1835,Storniert/Abgebrochen,2018-03-15 15:00:56,Xanten,46509,DE,PayPal,0.0,26.16,bis 1kg,3.69,0.0,31.95,2.09,3,Bio Essig VB VinagreOLOROSO Robles 500 ml,2,6.08,,,,pergamo
2313,1836,Storniert/Abgebrochen,2018-03-15 15:16:52,Xanten,46509,DE,PayPal,0.0,35.02,bis 1kg,3.69,0.0,41.44,2.71,1,"Parqueoliva Goldserie. Olivenol, 500ml Angebot",1,13.07,,,,pergamo
2313,1836,Storniert/Abgebrochen,2018-03-15 15:16:52,Xanten,46509,DE,PayPal,0.0,35.02,bis 1kg,3.69,0.0,41.44,2.71,2,Bio Essig VB VinagreOLOROSO Robles 500 ml,1,6.07,,,,pergamo
2313,1836,Storniert/Abgebrochen,2018-03-15 15:16:52,Xanten,46509,DE,PayPal,0.0,35.02,bis 1kg,3.69,0.0,41.44,2.71,3,Balsamico-Vinaigrette Olivenol 10 Stuck 14 ml Geschenkpaket,1,7.94,,,,pergamo
2313,1836,Storniert/Abgebrochen,2018-03-15 15:16:52,Xanten,46509,DE,PayPal,0.0,35.02,bis 1kg,3.69,0.0,41.44,2.71,4,Olivenol mit Chili gewUrzt 10 Stuck 14 ml Geschenkpaket,1,7.94,,,,pergamo
2313,1837,Abgeschlossen,2018-03-17 03:06:00,Xanten,46509,DE,SOFORT Uberweisung,0.0,33.62,bis 1kg,3.69,0.0,39.94,2.63,1,"Parqueoliva Goldserie. Olivenol, 500ml Angebot",1,13.07,,,,pergamo
2313,1837,Abgeschlossen,2018-03-17 03:06:00,Xanten,46509,DE,SOFORT Uberweisung,0.0,33.62,bis 1kg,3.69,0.0,39.94,2.63,2,Olivenol mit Chili gewUrzt 10 Stuck 14 ml Geschenkpaket,1,7.94,,,,pergamo
2313,1837,Abgeschlossen,2018-03-17 03:06:00,Xanten,46509,DE,SOFORT Uberweisung,0.0,33.62,bis 1kg,3.69,0.0,39.94,2.63,3,Bio Essig VB Vinagrecrianza Robles 250 ml,1,4.21,,,,pergamo
2313,1837,Abgeschlossen,2018-03-17 03:06:00,Xanten,46509,DE,SOFORT Uberweisung,0.0,33.62,bis 1kg,3.69,0.0,39.94,2.63,4,Aprikosen Seife,1,2.8,,,,pergamo
2313,1837,Abgeschlossen,2018-03-17 03:06:00,Xanten,46509,DE,SOFORT Uberweisung,0.0,33.62,bis 1kg,3.69,0.0,39.94,2.63,5,Milch-Honig Seife,1,2.8,,,,pergamo
2313,1837,Abgeschlossen,2018-03-17 03:06:00,Xanten,46509,DE,SOFORT Uberweisung,0.0,33.62,bis 1kg,3.69,0.0,39.94,2.63,6,ZITRONEN-SEIFE,1,2.8,,,,pergamo
1839,1840,Abgeschlossen,2018-03-21 08:08:59,Dorpling,25794,DE,PayPal,0.0,47.65,bis 3kg,4.58,0.0,55.88,3.66,1,Natives Olivenol Extra Alma Oliva Arbequino 500ml,2,12.61,,,,pergamo
1839,1840,Abgeschlossen,2018-03-21 08:08:59,Dorpling,25794,DE,PayPal,0.0,47.65,bis 3kg,4.58,0.0,55.88,3.66,2,Kaltgepressttes Extra natives Arbequina Gourmet Olivenol Basilippo 500 ml,2,11.22,,,,pergamo
2349,1841,Abgeschlossen,2018-03-22 14:31:44,Hamburg,21029,DE,PayPal,0.0,32.27,bis 1kg,3.32,0.0,42.35,6.76,1,Bio Honig Heide 450 gr,3,8.07,,,,pergamo
2349,1841,Abgeschlossen,2018-03-22 14:31:44,Hamburg,21029,DE,PayPal,0.0,32.27,bis 1kg,3.32,0.0,42.35,6.76,2,Bio Honig Thymian 450 gr,1,8.07,,,,pergamo
1105,1843,Abgeschlossen,2018-03-22 20:58:33,Siegen,57080,DE,PayPal,0.0,28.05,bis 3kg,4.12,0.0,38.28,6.11,1,"Kaltgepresstes Extra natives Olivenol Royal Cazorla 2,5 L Säure&lt;0,4%",1,16.8,,,,pergamo
1105,1843,Abgeschlossen,2018-03-22 20:58:33,Siegen,57080,DE,PayPal,0.0,28.05,bis 3kg,4.12,0.0,38.28,6.11,2,Naturlicher WaltbUlUtenhonig 400 gr,1,6.29,,,,pergamo
1105,1843,Abgeschlossen,2018-03-22 20:58:33,Siegen,57080,DE,PayPal,0.0,28.05,bis 3kg,4.12,0.0,38.28,6.11,3,Schwarze Oliven Gold 800g,1,4.96,,,,pergamo
1726,1844,Storniert/Abgebrochen,2018-03-24 19:43:16,Essen,45276,DE,SOFORT Uberweisung,0.0,29.4,bis 1kg,3.32,0.0,38.94,6.22,1,"Bio Kaltgepresstes Extra natives Olivenol Alma Oliva 3 Liter Säure 0,18",1,29.4,,,,pergamo
2019,1847,Abgeschlossen,2018-03-30 19:24:13,LUbben (Spreewald),15907,DE,PayPal,0.0,39.92,bis 1kg,3.32,0.0,51.45,8.21,1,Schwarze Oliven Gold 1500 g,5,7.98,,,,pergamo
1938,1848,Abgeschlossen,2018-03-31 14:32:18,Heppenheim,64646,DE,PayPal,0.0,17.06,bis 1kg,3.32,0.0,24.25,3.87,1,Schwarze Oliven Gold 800g,1,4.96,,,,pergamo
1938,1848,Abgeschlossen,2018-03-31 14:32:18,Heppenheim,64646,DE,PayPal,0.0,17.06,bis 1kg,3.32,0.0,24.25,3.87,2,Schwarze Oliven 700 g,1,4.12,,,,pergamo
1938,1848,Abgeschlossen,2018-03-31 14:32:18,Heppenheim,64646,DE,PayPal,0.0,17.06,bis 1kg,3.32,0.0,24.25,3.87,3,Schwarze Oliven Gold 1500 g,1,7.98,,,,pergamo
1079,1898,Abgeschlossen,2018-04-09 00:42:00,PFAFFENHOFEN,74397,DE,PayPal,0.0,67.21,kostenloser Versand!,0.0,0.0,79.98,12.77,1,"Kaltgepresstes Extra natives Olivenol Royal Cazorla 5 L Säure&lt;0,4%",2,33.61,,,,pergamo
2113,1902,Abgeschlossen,2018-04-16 14:55:33,Wiesbaden,65187,DE,PayPal,0.0,34.65,bis 1kg,3.32,0.0,45.21,7.22,1,"Kaltgepresstes Extra natives Olivenol Duque De Baena 500 ml Säure 0,3-0,5",1,5.87,,,,pergamo
2113,1902,Abgeschlossen,2018-04-16 14:55:33,Wiesbaden,65187,DE,PayPal,0.0,34.65,bis 1kg,3.32,0.0,45.21,7.22,2,"Bio Kaltgepresstes Extra natives Olivenol Alma Oliva 500 ml Säure 0,18",1,5.87,,,,pergamo
2113,1902,Abgeschlossen,2018-04-16 14:55:33,Wiesbaden,65187,DE,PayPal,0.0,34.65,bis 1kg,3.32,0.0,45.21,7.22,3,"Kaltgepresstes Extra natives Olivenol Royal 500 ml Säure&lt;0,4%",1,5.03,,,,pergamo
2113,1902,Abgeschlossen,2018-04-16 14:55:33,Wiesbaden,65187,DE,PayPal,0.0,34.65,bis 1kg,3.32,0.0,45.21,7.22,4,Kaltgepressttes Extra natives Arbequina Gourmet Olivenol Basilippo 500 ml,1,10.08,,,,pergamo
2113,1902,Abgeschlossen,2018-04-16 14:55:33,Wiesbaden,65187,DE,PayPal,0.0,34.65,bis 1kg,3.32,0.0,45.21,7.22,5,"Kaltgepresstes Extra natives Olivenol Parqueoliva 500 ml Säure 0,18",1,5.46,,,,pergamo
2113,1902,Abgeschlossen,2018-04-16 14:55:33,Wiesbaden,65187,DE,PayPal,0.0,34.65,bis 1kg,3.32,0.0,45.21,7.22,6,Kartoffelchips San Nicasio 150g,1,2.34,,,,pergamo
2500,1906,Abgeschlossen,2018-04-21 15:01:46,Norderwohrden,25746,DE,PayPal,0.0,23.45,bis 3kg,4.12,0.0,32.8,5.23,1,Kartoffelchips San Nicasio 150g,10,2.35,,,,pergamo
2317,1908,Abgeschlossen,2018-04-25 22:46:26,DUsseldorf,40597,DE,PayPal,0.0,33.61,bis 10kg,5.55,0.0,46.59,7.44,1,"Kaltgepresstes Extra natives Olivenol Royal Cazorla 5 L Säure&lt;0,4%",1,33.61,,,,pergamo
2449,1912,Abgeschlossen,2018-05-12 20:07:00,Weiterstadt,64331,DE,PayPal,0.0,139.38,kostenloser Versand!,0.0,0.0,165.86,26.48,1,"Kaltgepresstes Extra natives Olivenol Royal Cazorla 5 L Säure&lt;0,4%",4,33.61,,,,pergamo
2449,1912,Abgeschlossen,2018-05-12 20:07:00,Weiterstadt,64331,DE,PayPal,0.0,139.38,kostenloser Versand!,0.0,0.0,165.86,26.48,2,Schwarze Oliven Gold 800g,1,4.96,,,,pergamo
1161,1917,Abgeschlossen,2018-05-21 11:09:17,Duisburg,47228,DE,PayPal,0.0,21.43,bis 1kg,3.32,0.0,29.45,4.7,1,Angebot Naturlische BIO Honig,1,21.43,,,,pergamo
2105,1923,Abgeschlossen,2018-05-29 16:53:03,Dillenburg,35683,DE,PayPal,0.0,29.4,Weight Based Shipping,4.96,0.0,40.88,6.53,1,"Kaltgepresstes Extra natives Olivenol Royal Cazorla 1 L Säure&lt;0,4%",2,7.56,,,,pergamo
2105,1923,Abgeschlossen,2018-05-29 16:53:03,Dillenburg,35683,DE,PayPal,0.0,29.4,Weight Based Shipping,4.96,0.0,40.88,6.53,2,"Kaltgepresstes Extra natives Olivenol Picual Cazorla 1 L &lt;0,4%",2,7.15,,,,pergamo
